"Respondent","RLH","Bx","By","EC"
977,0.5423749336,0.7713299306,0.3598130929,3.219924635
978,0.7868197643,1.63353858,-0.04458503536,-0.2672664823
979,0.6383489546,0.02546334698,-1.025246583,1.643412852
980,0.7818682339,0.8604459022,-1.034386628,3.434080118
981,0.8540212815,1.516368822,-0.6607299079,-0.04000853283
982,0.7927733602,1.492333487,-0.2865476023,1.713731811
983,0.8207609094,1.194857463,-1.203092013,0.7732393268
984,0.8637517769,0.7695949073,-0.1775261887,-4.029194346
985,0.5015678793,0.6279763896,0.1682032669,2.680466239
986,0.7283661848,-0.7871522017,-0.8317682659,1.436512874
987,0.7700674479,-0.1160520971,-1.472435139,-0.7640533812
988,0.921414823,1.060092374,-1.095176192,-1.233827824
989,0.8401853744,0.2573740376,0.2398706618,-4.371594108
990,0.6200399009,-0.02561951909,0.7866812337,3.069167443
991,0.673541134,1.30163651,-1.032485243,-0.283313316
992,0.948692141,1.462663447,-0.453476245,0.2323539343
993,0.831867742,1.663120763,-0.2804978787,0.9299918825
994,0.9309208315,1.437715066,-0.07870444603,-1.057998694
995,0.912438774,1.50381499,-0.1635228321,-0.5810052615
996,0.7244287536,0.9090954929,0.04216124889,-4.250226793
997,0.520277071,-0.1121235144,-0.980522842,1.453555203
998,0.6491118685,1.30341009,-0.3417023176,2.777668237
999,0.4758146442,0.02662956018,0.2661421472,3.62754425
1000,0.883825511,1.493213703,-0.7410011097,0.4415388255
1001,0.8787624082,0.6100410899,-1.542093909,-0.9551213174
1002,0.8677153595,-0.4254294974,-1.115671434,2.528917931
1003,0.9160908921,0.7116884248,-1.230578629,-1.603793557
1004,0.6561865922,0.5644938293,-1.109471698,2.453596869
1005,0.8215123746,0.05512798594,-1.270760385,-2.473873681
1006,0.8524144431,-0.3080023692,-1.537295057,-0.3514948393
1007,0.8131793653,0.2399124076,-1.41582785,2.238050298
1008,0.5073539918,0.6600543855,-0.4082246622,2.371632817
1009,0.9125059468,1.156580535,-0.4273431895,-2.518185418
1010,0.7935587253,0.7471981591,-0.8508804347,-3.078169557
1011,0.8715835027,0.3219657896,-1.397655979,0.7025449345
1012,0.7966749829,1.060344231,-1.107129265,2.690578223
1013,0.8091675546,-0.07770116578,-1.481142699,1.511300222
1014,0.6566510037,1.301632059,-0.4080330246,-1.907808091
1015,0.8729419792,1.371506995,-0.7554125555,-1.269650115
1016,0.7895565255,1.300694495,-0.2188475164,3.176926014
1017,0.4814860752,0.5837233801,0.2959568059,-2.541982036
1018,0.829279806,0.1996911861,-1.585374636,-0.478801945
1019,0.7722642829,1.360078092,-0.7947365608,-2.368850566
1020,0.8592914591,1.40345966,-0.7409377367,1.66267954
1021,0.5931885739,-0.6985601288,-0.7931415741,2.712200687
1022,0.7649054531,-1.177111234,-0.1855390205,0.6785178646
1023,0.7961255918,0.8801605303,-1.20001853,-2.249169992
1024,0.7122131106,1.197779639,-0.2020483847,2.748626425
1025,0.9109745357,1.501335578,0.1215052502,0.1903417648
1026,0.7239959139,-0.5148250005,-1.187110591,1.945242907
1027,0.4302277736,0.880702979,-0.06493680799,1.427144913
1028,0.6845846813,0.6593489678,-1.305898024,-0.4639494973
1029,0.87410846,1.110365568,-0.8462822473,-1.812583266
1030,0.6768728191,0.5641011892,-1.133549544,2.925131616
1031,0.6677003372,-0.4781866256,-0.8897402293,2.616172559
1032,0.5973403667,0.1584540623,-1.08780355,-3.044094874
1033,0.7475073668,1.161300816,0.7077302318,-1.077850768
1034,0.8495017721,0.2527745909,-1.352090379,-2.385827759
1035,0.8044709776,1.274910221,-0.6798976281,-2.513114728
1036,0.8465449536,1.628022968,-0.5725005602,-0.3969857699
1037,0.7777555681,-0.5593880726,1.03809297,-0.8597255956
1038,0.9159820743,0.6362361167,-1.40169402,0.9854386327
1039,0.7402812344,0.6473214669,0.9368756175,1.722075653
1040,0.8045901219,0.2450371765,-1.368378006,-2.825495026
1041,0.8381331801,0.1642202371,0.01910284776,-4.564177017
1042,0.3530055407,-0.02392586936,-0.1954979199,-2.088124167
1043,0.498730274,0.7091782368,-1.073442993,0.8230405072
1044,0.7299055669,-0.8915516075,0.05421386949,3.308432788
1045,0.6072102205,-0.9576056541,-0.7224895179,0.7999079822
1046,0.7355054039,1.410873865,-0.9626572721,-0.8531085929
1047,0.8931433949,0.7738671967,-0.8137117424,-3.389940635
1048,0.8566106994,1.101745791,-1.027371186,1.906332676
1049,0.770929316,0.6683076146,-1.623781793,0.7428408408
1050,0.4630883559,0.1165654997,-0.4148487368,3.086142544
1051,0.7768421339,1.537550146,0.108933271,-1.849717789
1052,0.4809754917,0.6986516917,-1.084635557,-0.3629715805
1053,0.8713437557,1.185530288,0.6786220962,-0.4831318244
1054,0.8381574274,0.2043318114,-0.3867177375,-4.345298614
1055,0.9396850483,1.083055797,-0.9724947528,-0.820693027
1056,0.8837572388,1.475391673,-0.8787570775,-0.1133060905
1057,0.6588458063,1.029360633,0.7277318006,1.468568275
1058,0.7593368097,-0.705449514,-1.114053983,-1.740983473
1059,0.7631952221,0.4199043804,-1.372822197,1.048281131
1060,0.8252346116,0.848838258,-0.999553316,-2.962708712
1061,0.8056587012,0.6152318868,-1.436245866,-1.131373626
1062,0.8274823511,1.234390166,-0.9935286059,-1.775357259
1063,0.789085346,0.6449106853,0.734138395,-3.098700507
1064,0.3482939863,0.5902409092,0.1909392928,-2.345011354
1065,0.7706809954,1.259770559,-1.089562849,1.86856518
1066,0.6336482864,0.7377277666,-1.073373432,2.834074766
1067,0.9024697439,1.170060301,-1.142340291,-1.195139054
1068,0.8663892504,-0.05074667904,-0.7130383061,-3.815320986
1069,0.5209360975,-0.705706722,-0.8914466321,-1.143133573
1070,0.5569398062,-0.3845750702,-1.103492691,-2.578698686
1071,0.7861290443,-1.07465224,-0.793050617,0.4310781649
1072,0.8478090527,-0.5858145772,-1.177553231,1.805658637
1073,0.6489944826,1.223654811,-0.03424948277,2.567050431
1074,0.8243081327,0.3416949482,-0.4433005748,-4.108536187
1075,0.8415534597,-1.011723916,-0.309141409,1.813350124
1076,0.9289949635,1.276202672,-0.793528299,0.168461677
1077,0.6937220352,1.061700208,-1.270581092,0.1360338001
1078,0.8425707825,1.321161603,-0.853966855,0.8209907294
1079,0.8837473598,0.2231470815,-1.425346312,0.6079734789
1080,0.6937007563,0.6423661465,0.8484101749,2.459293767
1081,0.9129020056,0.649881849,-1.418342975,-1.2230914
1082,0.6373204915,-0.7087344388,-0.6842454531,2.781754947
1083,0.8592091447,-0.1347660253,-0.04806078932,-4.251182359
1084,0.5410042403,0.4327548884,-1.00338275,1.91059461
1085,0.6546434755,0.227876678,-1.584112586,0.6379480509
1086,0.3624892974,0.6249180258,0.5714877679,-1.375880226
1087,0.643387462,0.6872544796,0.8474328667,-1.893440419
1088,0.8646993775,0.5659929475,-1.424069811,-0.5021812779
1089,0.7250631051,1.12963075,-1.031059824,-2.437643095
1090,0.8450400558,0.801501972,-1.419118521,0.4527195825
1091,0.8272597468,-0.3438185672,1.094459463,-0.09189586639
1092,0.5929628675,0.5821166471,0.9905036377,0.01245886289
1093,0.5902075925,-0.233397728,-0.856529991,3.554931744
1094,0.8333528015,0.7887505156,1.007392034,-1.053291774
1095,0.629967427,1.589269675,-0.2535957827,0.09204871002
1096,0.8468770841,1.204748242,0.3250872206,2.057759715
1097,0.268603607,0.03115974452,0.1551566311,-0.8251457655
1098,0.8548518136,0.2321865086,-1.525167801,1.043001631
1099,0.8377582949,0.9638252758,-1.251233194,2.048592879
1100,0.5407868064,0.985857396,0.7058966407,-2.118949346
1101,0.7685547665,-0.4588885433,-1.416621319,1.615456764
1102,0.8416235908,1.177470342,-0.6927562338,-2.790539035
1103,0.7943832997,-0.413632646,-1.465306415,-1.208489191
1104,0.8304286194,1.210189699,0.610775445,2.430313685
1105,0.8722739435,0.6552621732,-1.468235518,-1.349034265
1106,0.8207958245,1.312388339,0.3440743021,2.015561061
1107,0.6316478351,0.5794700504,0.8729224822,-2.749604815
1108,0.9136802805,1.145857748,-1.168390491,-0.3762196661
1109,0.8392359691,0.0117839986,-1.555491463,0.9317249074
1110,0.5861851527,1.241985337,-0.3601760987,-2.687469291
1111,0.6927024482,1.587116122,-0.7194008213,0.5604223883
1112,0.8689889495,1.548824079,-0.2354386438,1.201216685
1113,0.9046167882,1.116571889,-1.222968889,0.4372317158
1114,0.8707716517,1.064606821,-1.082335602,1.85505309
1115,0.6620247932,1.59250289,0.1904872392,-1.061320438
1116,0.7918210865,-0.9633188189,-0.9182112682,1.397909057
1117,0.7612184496,0.746436305,-1.254966028,2.780294681
1118,0.8679985302,1.468443006,-0.1599479868,-1.131330041
1119,0.8386143078,1.354831633,0.5984066405,-0.6926886226
1120,0.7999887031,1.114163293,-0.8264866324,2.800854627
1121,0.8312609848,-0.302863216,-1.322793757,-2.188504622
1122,0.6967291701,-0.6624175636,-1.190144655,0.03887804911
1123,0.7767983875,1.201813416,-1.017705946,1.996977924
1124,0.7844720865,-0.9897569497,-0.1523844848,-2.829882368
1125,0.5407226451,-0.707850582,-0.5194783918,-2.179485805
1126,0.9167029286,1.419911278,-0.1665640221,-1.517850078
1127,0.6984569845,-0.7516843268,-0.05340311941,-3.243139793
1128,0.7353624866,-0.3900622072,-1.013045131,3.221096005
1129,0.8701804261,1.522442881,-0.4491922632,1.712321304
1130,0.8526307349,1.09646257,0.6481426513,-1.719613798
1131,0.8640272565,-0.6265073813,0.8804490688,-1.544936254
1132,0.6523956296,-0.6713858682,-1.055476082,1.246973983
1133,0.6957784623,-0.8029975549,-0.6123375997,-2.487511626
1134,0.5230922544,0.9939677833,-0.1080564904,-1.926003588
1135,0.8446610366,0.8734991244,-1.14452582,2.38571555
1136,0.9307259725,1.263124811,-0.7839805991,0.7929422606
1137,0.8328523836,-0.8294156372,-0.7833525067,-2.310743466
1138,0.7643851096,-0.7671615097,0.8134357747,-1.723213951
1139,0.7901401411,0.6079251564,1.041194648,-1.825385114
1140,0.4022754266,-0.05750200518,-0.3824601862,2.581145861
1141,0.7927994446,0.7501070681,-1.311624114,2.722693459
1142,0.8838957397,1.414583987,-0.7617205577,1.280937754
1143,0.8086115137,1.489302427,-0.975315604,-0.413198501
1144,0.87822375,1.268788503,-1.217303237,0.6215101876
1145,0.8679310774,0.6325956719,0.3389608222,-3.896478914
1146,0.5375852861,-0.1961873424,0.91289436,-0.4206081195
1147,0.8583327435,-0.02214561147,-0.5022965412,-4.037474729
1148,0.8566329987,1.518814325,-0.7867513997,0.9173394511
1149,0.7345387485,0.3843594559,-1.48964801,-0.4419155032
1150,0.8815866198,0.6550129265,-1.440863401,0.4809170212
1151,0.6988031847,0.761246881,-1.394088415,0.1497053099
1152,0.7515450056,0.8413639942,-1.076106059,2.283209015
1153,0.8557466524,0.6242732391,0.2349546187,-3.78636183
1154,0.6456376247,-0.6148267515,-1.252666166,-0.7086159066
1155,0.7397116745,1.452078147,-0.2431600433,-1.93424818
1156,0.929245371,1.427434296,-0.1621823799,1.091703088
1157,0.6816757864,-1.153360248,-0.1265219655,1.337488165
1158,0.8521048706,-1.064196296,-0.1577158048,1.858988249
1159,0.8186820791,1.304148539,0.4989206024,-2.013432768
1160,0.7537957546,1.395812506,-0.6330162936,1.578773035
1161,0.8177965705,-1.010593479,-0.6526032678,-0.7531691535
1162,0.8313215315,0.8377011503,-1.288553159,1.572989076
1163,0.883518672,1.372340611,-0.7973796492,1.306232347
1164,0.7382742717,1.335297619,-0.956362753,1.145641575
1165,0.5396469736,-0.7658748459,-1.020169808,-1.640731392
1166,0.8475652282,1.00492983,-1.06843507,-1.389243724
1167,0.8310194581,1.024096931,0.607000687,1.670774095
1168,0.8496866872,1.20364765,-1.222885059,-1.361546767
1169,0.8295014897,0.2337205458,-0.03783162182,-4.503483346
1170,0.8427938761,1.295509218,-0.1769170418,-1.861173524
1171,0.9149599756,0.7806110395,0.8551536487,1.413914909
1172,0.8849556205,-1.055346123,0.2278424609,-0.5796489697
1173,0.948811328,-0.09485256548,-1.383843247,0.1057779188
1174,0.7494166486,1.087784281,-1.118209947,1.02841625
1175,0.7744393555,1.395994742,-0.7641003874,1.684955837
1176,0.7959761338,-0.7618868991,0.8503384575,1.134002268
1177,0.7287088002,1.273526218,-0.07164831524,1.670431902
1178,0.6813407521,0.6981876619,-0.6292026515,3.963642304
1179,0.8615979442,1.413240904,0.1417844063,1.594137968
1180,0.943767683,1.23612176,-0.793730156,0.9005198891
1181,0.6020491677,1.135128962,-0.5427370313,-1.934071864
1182,0.8538494143,-0.07330384197,0.1135026928,-4.355214038
1183,0.8356389574,0.08887296626,0.06347344738,-4.386757747
1184,0.8407240281,0.03300161091,-0.1900960013,-4.577854504
1185,0.5613937835,0.2978031673,-1.31818572,0.1602105217
1186,0.8388641009,1.242177839,-1.136456636,-0.3452939283
1187,0.9026527793,1.18636503,0.6028316184,-1.032792085
1188,0.7967238203,0.06541212366,-1.528134395,1.170551001
1189,0.9091796668,1.496876073,-0.0003800051221,-0.9505029028
1190,0.5589743986,0.2072498305,-0.6907189528,-3.156116031
1191,0.8456579294,-0.005697101795,-1.319932484,2.429750809
1192,0.8714790297,0.8629484411,-1.311389332,-0.6297103249
1193,0.7446940537,1.429713231,-0.7097346098,-2.313222792
1194,0.8650714238,1.394944371,-0.1135375353,2.74531783
1195,0.7697495338,0.9921306832,-0.6549392017,3.384792747
1196,0.8682076101,0.8184899458,-0.3947334589,-3.67471978
1197,0.6086127273,-0.597968379,-1.100753124,-1.881442178
1198,0.7560292145,-0.2414787196,1.014752881,2.491066213
1199,0.7715978778,1.606015302,-0.3287389935,0.842630532
1200,0.8681940678,0.1998609064,-1.567766629,-1.318120747
1201,0.6739918996,-0.9922344796,0.2952267939,-0.4131067899
1202,0.9094133762,0.9117471987,-1.308444217,-0.8829005569
1203,0.8490886485,0.5101103671,-0.3594600819,-4.337324161
1204,0.8159645213,1.219630177,0.7277993765,0.6555212784
1205,0.8471147508,1.289599767,-1.032806536,1.038106729
1206,0.910641676,0.5811856214,-1.443263474,0.6345627502
1207,0.8773725452,0.1427120049,-1.479682367,1.418854418
1208,0.7144930294,1.324968359,-0.7512196675,-2.19494417
1209,0.8892554231,-0.2451096912,-0.9282326514,-3.112199292
1210,0.8579687118,1.485495129,-0.1706852193,-0.6825605604
1211,0.5992452087,1.013204242,0.2773509366,2.821056738
1212,0.8585534866,0.564066911,-0.6696282547,-3.915750441
1213,0.6362976822,-0.6385921051,-0.7972007807,-2.262775617
1214,0.7068533643,1.333521788,0.1339254909,2.192138891
1215,0.9020174452,1.173973455,-1.162149235,0.750138027
1216,0.8369564738,1.350484457,-0.4432191866,2.698867163
1217,0.6148500465,-0.9511170975,-0.7661586225,0.6028934873
1218,0.7056310124,-1.115794842,0.1645379378,1.611521969
1219,0.9178411692,1.276954134,0.4546814102,1.344760217
1220,0.8694294635,1.493943466,-0.5028927091,-1.350952808
1221,0.4556748094,1.223212606,-0.03855829802,1.953085263
1222,0.7974985114,1.617269293,-0.5677608225,-0.04938764044
1223,0.8169180867,-0.2505588091,1.061116787,-1.705045591
1224,0.8278420822,-1.053933401,-0.2463760709,-2.252902144
1225,0.8034972418,0.1756120794,-1.488222462,-1.410770102
1226,0.8599230182,0.418954433,-1.530693285,1.182824629
1227,0.9074815546,0.389816423,-1.424278041,0.4791175515
1228,0.5314952985,-0.541252778,0.1413165456,2.35705601
1229,0.7969392781,0.3988214799,-1.512675291,-2.338944549
1230,0.7807844216,0.836350965,-0.7181032681,-3.965371537
1231,0.6191374469,0.836677357,0.6452139986,0.4140539625
1232,0.7249932088,0.1601371354,-1.413721105,1.677840691
1233,0.8441263076,-0.3785422695,-1.324992695,-1.374600618
1234,0.8097372115,1.256915107,0.06222819291,3.47104892
1235,0.7668753849,1.409728502,0.2184891704,-1.036424687
1236,0.9268629258,0.1957098942,-1.531749649,0.1322820622
1237,0.843424844,0.05819058905,-0.5483941851,-4.343877462
1238,0.7015668322,0.8826228242,0.7727283995,2.269958746
1239,0.695482777,-0.627039373,-1.067736154,1.054364063
1240,0.7890379848,1.18695458,-0.2525120306,-3.239975084
1241,0.82204705,0.666099587,0.9253133708,-2.009807694
1242,0.6107609068,0.9201901252,-0.02247358309,-2.930325512
1243,0.8706815371,-1.216753046,-0.1660014314,0.7965445966
1244,0.7845671154,0.510677344,-1.529656146,0.8574114305
1245,0.95233442,1.102509266,-0.9702508171,0.6188583213
1246,0.846121227,0.07549770744,-0.2847221844,-4.567702947
1247,0.8283924861,-1.147010542,-0.7161926823,0.2933273613
1248,0.8372627638,-0.4105710507,-0.1240878079,-4.133635923
1249,0.8331600651,1.466917886,-0.1888229822,-1.307575207
1250,0.7032498568,0.1473110233,-1.619077872,-0.1239102951
1251,0.7654089659,0.7746507281,-1.145750395,3.080401117
1252,0.8195669165,-0.5808164159,-1.040197354,2.287506465
1253,0.7693414217,1.413831855,0.4521710246,-0.2254452745
1254,0.8235065982,0.236148847,-1.465185749,-2.299348171
1255,0.8916619345,1.087131943,-1.212722164,1.043900142
1256,0.8488898704,0.8973352688,1.023444518,-0.7990758777
1257,0.8347840591,1.378680037,-1.042212597,1.043864403
1258,0.8640267226,0.1182042081,-1.392250887,1.887124194
1259,0.8425164694,1.336529847,-0.771813135,2.091671406
1260,0.397555963,-0.2629907273,0.5647821295,-1.867909196
1261,0.5511639371,1.089484412,0.3353984377,2.027862407
1262,0.4733158708,0.8448253356,-0.9654907741,-0.07379052961
1263,0.8298092974,0.1662692892,-0.3999603245,-4.356159682
1264,0.7419082346,0.6966069806,0.7856946171,-2.922953524
1265,0.7121650127,-0.2769879309,0.7652602261,-3.05612346
1266,0.7690902499,0.7630436512,0.9288239421,-2.497190669
1267,0.4845908183,-0.8504331647,-0.4495921807,0.7687544048
1268,0.8443213006,0.5943553273,-1.508122954,0.3702774964
1269,0.8596324111,1.347830381,-0.5881071967,1.828110572
1270,0.6652504269,1.496129471,0.09161236846,-1.756437611
1271,0.8568554836,0.8210386111,-0.3053749556,-3.604893664
1272,0.9197643269,1.056189995,-1.232672297,-0.1790668954
1273,0.5890727744,1.174251777,0.3580422752,1.467894338
1274,0.3935268012,0.3694977555,-0.9594970116,-0.7106155964
1275,0.7030973914,-0.1121531949,0.8984205835,2.552598668
1276,0.7878221314,1.338182353,-0.5816375632,2.441988267
1277,0.645339975,-0.5746134874,0.3060641352,-3.743198139
1278,0.8575287824,0.02370936868,-1.514006337,1.715373371
1279,0.8486619823,-0.1734687079,0.1947120658,-4.468550464
1280,0.8101818708,-0.254311165,0.8454949329,2.992814881
1281,0.8787906415,1.591741785,-0.1802585095,-0.193197031
1282,0.5621207403,0.7187445982,-0.3469638823,3.49714677
1283,0.7917900961,-0.8775032561,-0.2334017486,3.093954763
1284,0.7921604114,0.8879173969,-1.387729811,1.518946231
1285,0.8390116061,1.467613874,-0.7617328591,1.303681488
1286,0.7500432095,1.070114175,-1.469436049,0.07892496547
1287,0.7861899632,1.45832998,-0.6056483034,1.397189423
1288,0.7462191936,-1.081232305,-0.5544763143,1.023610515
1289,0.4458069201,-0.6699450171,0.3538905696,1.562238962
1290,0.6848962695,0.4755403684,-1.206505275,1.976822096
1291,0.3635965367,-0.05371055269,-0.1834279961,2.592089644
1292,0.7369028768,1.139215562,-0.2400413422,-2.73286357
1293,0.3736425069,-0.2631007458,-0.4524947065,1.22991495
1294,0.5072317344,-0.5894967775,0.6917412104,0.907098114
1295,0.8956448462,1.468558446,-0.1100134116,1.197092645
1296,0.7232049795,1.412340447,0.2513086809,-0.5937079753
1297,0.7549190728,0.2254556787,-1.002424294,-3.105443547
1298,0.9165780777,-0.1776629515,-1.378819705,0.7586185615
1299,0.5987862244,1.119522761,-1.190000303,-1.044772765
1300,0.5489773813,0.8508312773,0.3819330909,2.650284829
1301,0.6160870725,0.5550392484,-0.6743861461,3.317733841
1302,0.8086523073,1.52338918,0.3640273609,-0.7741600199
1303,0.5028054378,-0.09777030908,-1.303562231,-0.04110526403
1304,0.7162818688,-0.2212858858,-1.429203939,2.241930496
1305,0.8541100782,-0.6410936871,-1.294005136,-0.1180019648
1306,0.6685653969,0.6827199905,0.4939563108,3.156517124
1307,0.834527363,1.379747673,-0.8050647799,1.687870227
1308,0.7233185474,-0.1733424079,-1.448499728,-0.1526590365
1309,0.9084924172,-1.032783859,-0.3238339712,-1.134728997
1310,0.7564990757,0.9264824547,0.5111887898,3.294639746
1311,0.9269346271,1.447295018,-0.1497659749,0.2193513872
1312,0.7462785657,1.51814627,-0.4986901709,-1.089325784
1313,0.6088456666,-1.079669883,-0.07022316185,-0.8896340056
1314,0.8516347427,-0.6867516714,0.8936650562,-0.6753652313
1315,0.843669559,0.6714087679,-1.487796713,1.20817535
1316,0.9082638821,0.5543651849,-1.365911552,0.6499606282
1317,0.4019689822,0.1012289203,-0.1421969065,2.92243109
1318,0.5818872625,-0.3635290418,-1.077863418,1.772251124
1319,0.7473536878,1.661205115,-0.1590593507,-1.002568492
1320,0.8385938878,0.2330581279,0.05557598883,-4.429823634
1321,0.5589792869,1.138126058,-0.7728662818,-1.064406794
1322,0.9129223194,-0.7372274254,-0.973423062,1.031228398
1323,0.8672814189,0.08581218373,-0.7798885951,-3.909379831
1324,0.4668843712,0.00244951068,-0.9039012967,-2.087951456
1325,0.8015228434,1.241209906,0.5801763599,-1.39702519
1326,0.7717752238,-0.2814832921,1.131878091,0.957130783
1327,0.3543047834,0.5127488863,-0.4885211796,-1.823561152
1328,0.8328257745,1.072302592,-1.037879032,2.221115385
1329,0.8739271877,-0.5598758536,-1.294581177,0.9834038141
1330,0.7942008646,-1.119934633,-0.6928809769,0.4066030745
1331,0.8729578021,0.9453772162,0.8928353115,-0.759970842
1332,0.8963818615,1.636667683,-0.4351575701,0.1666960733
1333,0.6796428402,0.2778305561,-0.837187526,3.946770607
1334,0.7663000789,-1.195290918,-0.5575431439,-0.6076126063
1335,0.6380639414,-0.7302390612,0.2132559512,-2.646605324
1336,0.7700626696,1.257853461,-0.1665207319,3.287268809
1337,0.8314432398,1.371405735,0.435065749,1.384325507
1338,0.379439218,-0.131358993,-0.07151141122,2.892443918
1339,0.8573944457,0.6867691621,-1.529050732,0.5954277024
1340,0.8379359686,0.3254119269,-0.4524281392,-4.134418012
1341,0.8940955537,0.6876508102,-1.316373697,1.859676796
1342,0.8302738631,0.9588229774,-0.5743647277,3.487686268
1343,0.8349291498,1.169927312,-1.122981302,0.04084972409
1344,0.6416519686,1.075370436,-0.9666149962,-1.686290722
1345,0.6992136274,0.7028601366,0.683656948,2.809496155
1346,0.7462681885,-0.7900540702,-1.170923771,0.4257922888
1347,0.8204717149,0.5988723457,-1.471282906,1.607729616
1348,0.6027898529,0.580850934,0.9615287372,1.696108289
1349,0.2553749616,-0.05358454742,-0.0964143977,-0.8287991149
1350,0.8815639099,0.9714126578,-0.02959642096,-3.092939639
1351,0.8250228991,-1.084023946,-0.8309772985,-0.1526582583
1352,0.9120473503,0.1360688867,1.088990128,-0.2612236231
1353,0.7724780743,0.965176021,-0.6341368613,3.702033244
1354,0.7591522587,0.0004574714575,-1.488088805,2.092628061
1355,0.52191024,1.228018467,-0.7437483215,-0.6873664258
1356,0.7556110632,0.497244181,-1.519095708,1.36647571
1357,0.6083375448,1.487631644,0.1983955652,0.3744800656
1358,0.8291430289,1.008798392,-0.9028029863,2.668962203
1359,0.5635039416,-0.5074485004,0.04371731298,3.514854854
1360,0.8366635315,0.5780376839,-1.490292546,-1.073580736
1361,0.4596857681,0.3243931385,0.3359481393,-2.958109479
1362,0.4026834887,-0.2718741813,-0.1166006123,2.669553174
1363,0.7649994232,1.116060034,-0.9343422132,2.049123959
1364,0.7860182615,1.420924995,-0.2745167106,1.032928855
1365,0.7925085756,-0.324677109,-1.339007128,2.252364505
1366,0.8617768878,0.261837147,-1.543013942,-1.320981824
1367,0.8821978773,-0.08197857518,-1.414251837,1.387103428
1368,0.7782602492,1.42177328,0.4994290644,-0.5120570486
1369,0.4285552157,-0.7654326901,0.08318523845,0.5148606431
1370,0.8250273386,1.370186207,-1.107418312,0.303267827
1371,0.9043087113,0.5697212309,-1.434740655,-1.160495636
1372,0.7341514525,-0.7266468885,-0.3699096151,-3.206075771
1373,0.7483102764,-1.029320103,-0.9026654621,-0.4937838488
1374,0.4900010151,-0.1097494208,-0.6349336768,-3.202197094
1375,0.5672965344,0.8343940539,-1.179857122,-1.367406943
1376,0.5227292763,0.8702065107,-0.7401242451,2.328403319
1377,0.8607758192,1.47532989,-0.7274397714,0.1276962851
1378,0.7934931399,1.554389314,0.1621125092,-1.487039286
1379,0.630786042,-0.660106479,0.7467230641,0.3547651162
1380,0.8646175549,-0.2512603528,0.111198002,-4.002680584
1381,0.7102171268,0.5982141551,-1.496424929,-2.07182835
1382,0.6141666695,-0.5015533546,-0.6868603356,2.255315239
1383,0.9045653468,0.9801992552,-1.053640842,-1.514344514
1384,0.8263580687,0.09162883573,-0.06657138828,-4.571485067
1385,0.5293816257,-0.4144732436,-0.330881385,3.809569765
1386,0.8416136333,0.5498460514,-1.142560131,2.76036347
1387,0.894166835,1.227550953,-1.034091425,1.113828773
1388,0.5567311252,1.226509086,0.2864989822,0.5302155098
1389,0.3730383414,0.5741634687,0.1473566347,-1.493566601
1390,0.7073221174,1.534328822,-0.7798329672,1.428540277
1391,0.845460256,0.7926678632,-1.424133369,-1.000838456
1392,0.6005427076,-0.7636307137,-0.821855405,-1.458802849
1393,0.6683392073,0.1210509489,-1.536374074,-1.941447822
1394,0.7315575764,1.075439356,-0.3940609299,-3.355122951
1395,0.7970696723,0.5073544531,1.151909271,1.204366684
1396,0.9193648416,1.411094642,0.09564382403,0.8120373337
1397,0.8813447473,0.05475929307,-1.476980594,1.290475696
1398,0.8822094936,1.512291361,0.07503570243,-1.100668118
1399,0.8432779869,0.4128397501,-0.2286171632,-4.496645777
1400,0.6918671802,0.9282181376,-1.127283615,-0.7589459789
1401,0.8172529046,1.150522982,-1.222415468,1.873542224
1402,0.5065337197,0.5105597927,-0.9577585429,1.69487573
1403,0.8348834245,0.246246415,0.1957743755,-4.376896318
1404,0.8533819458,1.602970939,-0.03323446895,0.2792828191
1405,0.7676908765,1.037445317,-1.21041277,2.325063331
1406,0.8024498705,0.8833738712,0.7716971898,-1.929704812
1407,0.7637293725,-0.8169652841,-1.128218085,1.082563707
1408,0.2727193986,0.1194693842,-0.4192341556,-0.8555083544
1409,0.6569731345,-0.3938609478,-1.053782482,1.463657807
1410,0.6365458837,1.091179696,-0.7970195504,-2.368433313
1411,0.5721036429,-0.3125186613,-0.5374593922,3.640029435
1412,0.5586851806,0.8917467006,0.01461137518,-3.435611254
1413,0.8392715081,0.3713952595,-1.346586073,-1.861120813
1414,0.9097437549,1.445827215,-0.08026842804,0.6787569657
1415,0.6861944593,0.9916748686,0.9492405766,-1.429346263
1416,0.5112331201,0.6267026026,-1.171314847,1.789138229
1417,0.4607269108,0.7615521271,-0.1887035144,1.40617124
1418,0.5726586104,0.4725894895,-1.250258373,1.745814879
1419,0.8898851977,1.492694289,-0.5827880597,0.6280145123
1420,0.8456614893,-0.1547102312,0.2406474712,-4.120683039
1421,0.912310917,0.6735517394,0.5979484027,-2.309443793
1422,0.8585113454,-0.2937715934,-0.4936997733,-4.02858838
1423,0.84107898,1.543023572,-0.2057280645,-0.4370836767
1424,0.7192003885,-0.7266884724,-0.3681066364,3.079193019
1425,0.8531846567,1.518487313,0.09558860455,1.133520395
1426,0.7740069132,1.624098658,-0.7275005834,-0.1722719709
1427,0.5715938332,0.5207186714,-0.8934524152,2.575414257
1428,0.8220124903,1.029230349,0.5726215863,2.955489151
1429,0.7118244662,-1.170266452,0.285383624,-0.1148206541
1430,0.8861097573,0.3404102115,-1.330362391,2.081957768
