ID	choices	x1	xprice	y1	yprice
885	1	1	2	1	1
886	1	1	3	1	2
886	1	0	1	0	2
886	1	1	1	0	3
886	1	1	4	1	4
887	2	1	5	0	3
887	2	1	1	1	0
887	1	0	1	0	3
887	1	1	2	1	2
888	1	0	4	0	2
888	1	1	1	0	4
888	1	1	0	1	1
888	1	0	1	1	5
889	1	1	3	0	4
889	1	1	1	1	2
889	2	0	4	1	1
889	2	0	5	0	5
890	1	1	1	1	4
890	1	0	4	1	3
890	1	1	1	1	4
890	2	1	3	1	3
891	1	1	2	1	4
891	1	1	1	1	2
891	2	1	5	0	0
891	1	1	1	0	0
892	1	0	1	0	5
892	1	0	3	1	5
892	1	0	4	1	3
892	2	1	5	0	4
893	2	0	5	0	4
893	1	0	2	0	5
893	2	1	4	1	1
893	1	0	2	1	4
894	1	0	1	0	4
894	1	1	1	1	3
894	1	1	4	0	4
894	1	0	3	0	3
895	1	0	3	0	4
895	1	0	3	1	5
895	1	0	1	0	5
895	1	1	0	1	3
896	1	0	1	1	2
896	1	0	3	1	2
896	2	1	2	0	3
896	2	1	5	1	1
897	2	0	2	0	2
897	1	0	1	1	3
897	1	1	1	0	4
897	2	1	4	1	0
898	2	1	1	0	0
898	2	1	1	0	1
898	1	0	3	0	3
898	1	1	2	1	4
899	2	1	3	0	1
899	1	0	4	1	2
899	1	0	1	0	4
899	2	0	4	0	3
900	2	1	3	1	2
900	2	1	2	0	4
900	2	0	0	1	0
900	2	1	1	0	3
901	1	1	2	0	3
901	1	0	5	0	2
901	1	0	4	0	4
901	1	0	1	0	3
902	2	1	4	1	0
902	2	0	2	0	3
902	1	0	0	1	4
902	1	0	3	1	3
903	2	0	5	0	4
903	2	0	3	1	1
903	2	0	5	1	2
903	2	1	5	1	4
904	2	1	3	1	3
904	1	0	3	1	5
904	2	1	4	1	1
904	2	1	4	0	0
905	1	1	3	1	2
905	1	1	2	1	5
905	1	0	0	1	1
905	1	1	2	1	0
906	2	0	2	0	0
906	2	1	2	1	1
906	2	0	3	1	2
906	1	0	3	0	4
907	1	0	5	1	1
907	1	1	2	1	1
907	1	1	2	0	2
907	1	0	1	1	0
908	1	1	1	1	4
908	1	0	0	1	4
908	2	0	2	0	0
908	1	0	1	1	3
909	1	0	1	0	4
909	1	0	2	0	0
909	2	1	5	0	1
909	2	0	4	1	5
910	2	0	5	1	0
910	1	0	1	1	5
910	1	0	1	0	1
910	2	1	3	0	1
911	2	1	1	1	0
911	2	0	2	0	4
911	2	0	0	1	2
911	2	1	4	0	2
912	2	1	1	1	3
912	1	0	2	0	4
912	2	0	3	1	0
912	2	1	3	0	1
913	1	1	1	1	2
913	1	0	4	1	3
913	2	1	4	0	0
913	2	1	1	0	2
914	2	1	2	0	0
914	1	1	0	0	5
914	2	1	3	1	1
914	2	0	1	1	0
915	1	0	1	1	5
915	2	0	1	0	1
915	1	0	3	0	4
915	2	0	4	1	1
916	2	1	5	1	2
916	1	0	1	1	0
916	2	1	4	0	2
916	2	1	3	1	2
917	2	0	5	0	3
917	1	0	2	1	1
917	1	1	2	0	4
917	2	0	1	0	2
918	1	0	3	1	1
918	2	1	1	0	5
918	1	0	0	1	1
918	1	0	2	1	5
919	2	0	5	1	0
919	1	1	1	0	1
919	1	1	4	0	5
919	2	0	3	0	1
920	1	1	1	1	0
920	2	1	1	0	2
920	2	1	2	0	1
920	1	0	1	1	0
921	2	1	5	1	2
921	1	0	1	1	0
921	2	0	4	1	1
921	2	0	3	0	1
922	1	1	2	1	4
922	2	1	4	0	2
922	1	0	2	0	1
922	1	0	3	1	5
923	1	0	0	1	2
923	1	0	4	0	1
923	1	1	3	0	0
923	1	0	3	1	1
924	2	1	4	0	2
924	2	0	4	1	4
924	1	0	5	0	2
924	2	0	2	0	4
925	1	0	1	1	1
925	1	0	0	1	3
925	2	1	3	0	3
925	2	0	2	0	1
926	1	0	0	1	0
926	2	0	2	1	3
926	2	0	2	1	0
926	2	0	5	0	0
927	2	1	2	1	4
927	1	0	1	0	1
927	1	0	0	0	1
927	2	0	3	1	3
928	2	0	3	0	2
928	1	0	2	0	3
928	1	0	1	0	4
928	1	0	1	1	4
929	1	0	2	1	3
929	2	1	1	1	3
929	1	0	4	0	3
929	1	1	2	1	4
930	2	1	4	1	1
930	1	0	1	0	1
930	1	1	0	1	0
930	1	0	2	0	4
931	1	1	1	0	4
931	1	1	3	1	3
931	2	0	4	0	5
931	2	1	3	0	2
932	1	1	2	1	5
932	2	0	5	0	4
932	1	0	0	1	0
932	1	0	1	1	4
933	2	1	4	0	4
933	1	0	4	0	1
933	1	0	5	1	2
933	1	0	2	1	1
934	2	1	0	0	1
934	1	0	1	0	0
934	2	1	3	1	1
934	2	1	5	0	1
935	2	1	2	0	1
935	2	1	1	1	0
935	2	1	0	1	4
935	1	0	3	1	3
936	2	1	5	1	3
936	1	1	1	0	2
936	1	0	3	0	2
936	2	1	4	1	1
937	2	1	4	1	0
937	2	1	2	1	4
937	2	1	3	1	4
937	1	0	2	0	2
938	1	0	0	0	3
938	2	1	1	0	4
938	1	0	5	0	3
938	1	0	0	1	3
939	2	0	2	1	2
939	1	0	4	0	4
939	1	0	4	0	5
939	2	1	5	1	2
940	1	0	5	1	2
940	2	1	3	1	1
940	2	0	4	1	0
940	1	1	2	1	3
941	1	1	4	1	2
941	2	1	0	0	1
941	1	0	2	1	3
941	1	1	1	1	2
942	1	0	2	0	3
942	1	1	2	1	3
942	1	1	0	0	1
942	1	0	1	1	3
943	2	1	0	0	0
943	1	0	4	1	4
943	1	0	1	1	0
943	1	1	3	0	3
944	2	1	2	0	4
944	1	0	3	1	2
944	2	0	4	0	1
944	2	0	4	0	2
945	1	0	1	1	2
945	1	0	5	1	2
945	2	1	5	1	1
945	2	1	5	0	4
946	2	1	4	1	3
946	1	0	0	1	5
946	2	1	5	1	1
946	2	0	3	1	1
947	2	1	5	1	4
947	2	0	3	0	2
947	1	0	0	0	2
947	2	1	2	0	2
948	2	1	3	1	3
948	1	0	5	1	4
948	2	1	5	0	2
948	2	1	4	1	3
949	1	0	2	1	2
949	2	1	3	1	2
949	1	0	4	1	5
949	2	1	4	1	1
950	1	0	3	1	2
950	2	1	0	0	1
950	2	1	1	1	3
950	2	1	2	1	3
951	1	0	3	1	5
951	1	0	1	1	4
951	1	0	4	1	3
951	2	0	4	1	0
952	1	0	5	0	3
952	1	1	4	0	5
952	2	1	0	1	1
952	1	1	5	0	2
953	2	0	5	0	2
953	2	0	4	0	3
953	1	1	2	0	5
953	1	1	1	1	2
954	1	0	3	0	4
954	2	1	3	0	3
954	2	0	3	0	5
954	2	1	2	1	2
955	1	0	3	0	3
955	1	1	0	1	4
955	2	1	5	1	0
955	2	1	3	1	0
956	2	0	4	0	4
956	1	0	1	1	4
956	1	0	4	0	4
956	1	0	2	0	4
957	2	0	4	0	1
957	2	1	5	1	0
957	2	1	4	1	3
957	1	0	2	0	4
958	2	0	1	0	0
958	1	1	1	1	3
958	2	1	2	0	3
958	2	1	0	0	1
959	1	1	0	1	5
959	2	1	1	1	3
959	1	0	2	0	4
959	2	0	5	0	2
960	2	1	4	0	0
960	1	0	4	0	3
960	2	1	1	0	2
960	2	1	4	0	4
961	1	0	0	0	5
961	1	0	0	1	4
961	2	0	0	0	1
961	2	0	5	0	4
962	2	1	1	0	1
962	1	0	2	1	4
962	2	0	3	1	2
962	1	0	3	1	2
963	1	1	2	1	4
963	1	0	4	1	2
963	1	0	5	1	4
963	1	1	3	0	4
964	1	1	3	0	5
964	2	1	3	1	2
964	2	1	5	0	4
964	2	1	2	1	2
965	2	1	3	0	3
965	2	1	4	0	3
965	1	0	4	0	4
965	1	0	4	1	2
966	2	1	5	0	2
966	1	0	1	1	3
966	2	1	2	0	1
966	2	1	2	1	1
967	1	0	2	1	3
967	1	0	2	1	5
967	2	0	3	1	2
967	2	0	4	0	0
968	1	1	4	1	3
968	2	1	4	0	2
968	2	0	4	0	1
968	2	0	5	1	0
969	1	0	2	1	0
969	1	0	0	1	5
969	2	1	3	1	1
969	1	1	5	1	2
970	2	1	2	0	4
970	2	1	2	0	3
970	1	1	1	1	4
970	1	0	3	0	1
971	2	1	3	1	3
971	2	0	3	0	3
971	2	1	5	1	1
971	1	0	1	0	4
972	2	0	3	0	0
972	2	0	2	1	3
972	1	0	4	1	1
972	2	0	3	0	1
973	1	0	2	1	5
973	1	0	5	0	4
973	2	1	1	1	0
973	1	1	2	1	1
974	2	0	3	1	2
974	1	1	5	0	1
974	2	1	4	1	0
974	2	1	2	1	1
975	2	1	2	0	3
975	2	1	3	0	2
975	2	1	0	0	3
975	2	1	1	1	1
976	2	0	1	1	2
976	1	0	1	1	2
976	1	1	5	1	5
976	2	0	1	0	1
977	2	0	5	1	2
977	2	0	3	0	1
977	2	0	4	0	3
977	1	1	3	1	4
978	1	0	2	1	1
978	1	0	1	0	1
978	1	0	4	1	4
978	1	0	3	1	5
979	2	0	4	0	3
979	2	1	4	0	1
979	2	0	2	0	4
979	1	0	2	1	3
980	2	1	4	1	1
980	1	0	0	0	3
980	2	0	2	0	4
980	1	0	3	1	1
981	2	0	3	1	3
981	1	0	1	0	3
981	1	1	1	1	3
981	1	0	0	1	3
982	1	0	1	1	3
982	2	1	3	1	1
982	2	0	2	0	2
982	2	1	4	0	3
983	2	1	1	0	5
983	2	1	4	1	2
983	2	0	1	0	1
983	1	1	4	1	5
984	2	1	1	0	5
984	1	1	2	1	0
984	1	0	1	1	4
984	1	0	2	1	5
985	1	0	2	1	4
985	2	1	3	0	2
985	1	1	4	1	5
985	1	1	1	1	4
986	1	1	3	1	4
986	1	1	5	0	1
986	2	0	4	1	0
986	1	0	0	0	3
987	1	1	0	1	5
987	2	1	4	0	0
987	1	0	1	0	2
987	1	0	1	0	2
988	1	0	2	0	1
988	2	1	4	0	2
988	2	1	1	0	3
988	2	0	4	1	2
989	1	0	3	0	3
989	2	0	5	0	0
989	1	1	0	1	3
989	2	1	5	0	4
990	2	1	2	0	1
990	1	0	1	0	0
990	2	1	1	0	1
990	1	1	2	1	2
991	1	0	1	0	4
991	2	0	5	1	3
991	1	0	2	1	5
991	2	0	4	0	2
992	1	1	0	1	1
992	2	0	3	0	5
992	2	1	0	0	4
992	2	1	1	1	2
993	2	1	4	0	2
993	2	0	2	0	0
993	2	1	5	1	2
993	2	1	1	0	4
994	2	1	2	0	5
994	1	1	0	1	4
994	1	1	5	1	2
994	2	1	5	1	3
995	1	1	2	0	2
995	2	0	4	0	1
995	2	1	4	1	0
995	1	0	2	0	3
996	2	1	4	0	3
996	2	1	2	0	3
996	1	0	1	1	3
996	1	0	4	1	1
997	2	0	3	0	3
997	1	0	3	0	4
997	1	0	3	0	2
997	1	1	1	1	2
998	2	1	3	0	0
998	1	1	2	1	3
998	1	1	0	0	4
998	1	1	0	0	2
999	1	0	1	1	3
999	2	0	3	1	2
999	2	0	2	0	2
999	2	1	4	0	3
1000	2	0	5	0	2
1000	1	1	2	1	1
1000	1	0	2	0	3
1000	1	0	2	1	4
1001	1	1	3	1	4
1001	1	0	3	1	4
1001	1	0	3	1	1
1001	2	1	4	1	2
1002	1	1	1	0	4
1002	2	0	1	1	0
1002	2	0	3	1	1
1002	1	1	1	1	3
1003	1	1	0	0	4
1003	2	1	3	0	0
1003	2	1	4	0	4
1003	2	1	5	0	3
1004	2	1	3	0	4
1004	1	0	3	1	1
1004	2	1	5	0	1
1004	1	0	4	1	4
1005	1	1	3	1	4
1005	1	0	1	0	4
1005	1	0	3	1	5
1005	1	0	4	1	4
1006	2	0	1	0	3
1006	1	0	0	1	3
1006	2	1	4	1	2
1006	1	0	3	0	4
1007	1	0	2	0	2
1007	2	0	1	1	3
1007	1	0	5	1	2
1007	1	0	0	0	4
1008	1	0	2	1	5
1008	2	0	3	0	3
1008	1	0	3	0	2
1008	1	0	2	1	3
1009	1	1	4	1	3
1009	1	0	2	1	1
1009	1	0	0	0	1
1009	2	1	1	0	3
1010	1	0	5	0	3
1010	1	0	4	0	1
1010	1	0	3	1	5
1010	1	0	4	0	1
1011	1	1	0	0	3
1011	1	1	3	1	5
1011	2	1	3	1	3
1011	2	1	3	0	2
1012	2	1	4	0	1
1012	2	1	3	0	4
1012	2	1	3	0	2
1012	2	0	4	1	1
1013	2	0	5	0	1
1013	1	0	2	0	3
1013	2	0	1	1	1
1013	2	1	4	1	3
1014	2	0	1	0	3
1014	1	0	1	1	3
1014	2	0	5	0	5
1014	1	1	3	1	5
1015	1	0	2	1	4
1015	1	0	4	1	5
1015	2	1	3	0	2
1015	2	0	4	0	4
1016	1	0	0	0	3
1016	1	0	4	1	2
1016	2	0	3	0	0
1016	1	1	2	0	4
1017	1	0	1	0	2
1017	1	0	3	1	4
1017	2	0	2	0	2
1017	2	1	3	0	2
1018	1	0	3	0	4
1018	1	1	3	1	3
1018	1	0	2	1	1
1018	1	0	2	1	3
1019	2	0	5	1	4
1019	2	1	4	0	4
1019	2	0	1	0	4
1019	1	0	4	0	5
1020	2	1	3	0	4
1020	2	1	5	0	2
1020	1	1	5	1	0
1020	2	1	4	1	1
1021	1	0	2	0	2
1021	2	0	4	1	1
1021	2	1	5	0	2
1021	2	0	4	1	0
1022	2	0	4	1	3
1022	2	1	3	1	4
1022	1	0	0	0	1
1022	2	1	5	1	1
1023	1	1	1	1	4
1023	2	1	2	1	0
1023	2	1	5	1	1
1023	1	1	1	0	2
1024	1	1	4	1	2
1024	2	1	3	0	4
1024	2	0	3	1	1
1024	2	1	5	1	3
1025	2	0	2	1	1
1025	2	1	4	0	3
1025	1	0	1	0	3
1025	1	1	3	1	4
1026	1	1	0	1	2
1026	2	0	1	0	3
1026	2	1	1	0	1
1026	2	0	5	0	3
1027	2	1	4	1	2
1027	1	0	2	1	1
1027	2	0	3	1	0
1027	1	0	2	1	2
1028	1	0	1	0	0
1028	1	1	0	0	1
1028	2	0	4	0	3
1028	2	0	4	1	2
1029	1	1	2	1	4
1029	2	0	5	1	2
1029	2	1	5	0	0
1029	2	0	2	1	1
1030	1	1	1	1	3
1030	1	1	4	1	4
1030	2	0	1	1	2
1030	1	0	3	1	3
1031	2	0	3	1	0
1031	2	0	4	0	4
1031	1	0	5	1	4
1031	2	0	5	0	5
1032	2	1	2	1	1
1032	2	0	1	0	3
1032	1	1	0	1	2
1032	1	0	5	1	3
1033	1	0	1	1	2
1033	2	1	4	0	1
1033	1	1	1	1	2
1033	2	0	3	0	0
1034	1	0	1	0	4
1034	2	1	2	0	5
1034	1	0	1	1	0
1034	2	0	4	0	0
1035	2	1	2	1	1
1035	1	0	4	0	3
1035	2	1	1	0	2
1035	2	0	4	1	5
1036	2	1	4	1	2
1036	2	0	2	0	1
1036	1	0	2	1	2
1036	2	0	5	0	4
1037	2	0	2	0	0
1037	1	1	1	0	5
1037	1	1	1	1	2
1037	2	1	2	0	2
1038	1	0	3	0	5
1038	2	0	4	0	0
1038	2	0	5	0	3
1038	1	0	3	1	3
1039	2	1	4	1	3
1039	1	0	4	1	5
1039	2	0	3	1	2
1039	1	0	3	1	1
1040	1	0	4	0	4
1040	2	1	0	1	1
1040	1	0	2	1	1
1040	1	0	2	1	3
1041	2	1	3	1	3
1041	1	0	3	0	3
1041	1	0	3	1	2
1041	2	0	2	1	1
1042	2	1	5	0	3
1042	2	1	4	0	5
1042	2	0	2	0	1
1042	1	1	3	1	5
1043	2	1	1	1	2
1043	2	0	3	0	2
1043	2	1	2	0	2
1043	1	1	3	1	4
1044	2	1	1	1	1
1044	2	1	2	0	2
1044	1	1	2	1	3
1044	1	0	2	1	5
1045	2	0	3	0	2
1045	2	0	3	0	5
1045	2	1	1	0	1
1045	2	1	4	0	4
1046	2	0	4	0	4
1046	1	1	1	0	2
1046	1	1	1	1	4
1046	1	0	3	1	5
1047	1	1	5	0	4
1047	1	0	4	1	2
1047	2	0	2	0	0
1047	2	1	4	1	1
1048	2	1	5	0	2
1048	1	1	0	0	1
1048	2	1	2	0	1
1048	1	0	0	1	3
1049	2	0	4	0	4
1049	1	0	3	0	4
1049	2	1	3	0	1
1049	1	1	1	0	3
1050	2	0	4	0	0
1050	2	0	4	0	2
1050	1	1	3	1	5
1050	1	1	1	1	2
1051	1	1	1	1	2
1051	1	0	3	0	1
1051	1	0	3	0	5
1051	1	0	3	1	1
1052	1	0	0	0	2
1052	1	1	3	1	3
1052	2	0	5	1	2
1052	2	0	4	0	3
1053	2	1	5	1	1
1053	2	0	3	0	4
1053	2	1	1	1	0
1053	1	0	1	0	4
1054	2	0	5	0	3
1054	1	1	1	1	5
1054	2	0	5	0	0
1054	1	0	0	1	1
1055	1	0	3	0	4
1055	1	1	4	1	2
1055	2	1	1	0	2
1055	1	0	3	1	0
1056	2	1	0	1	1
1056	1	0	1	1	0
1056	2	1	4	0	1
1056	2	0	4	0	5
1057	2	0	2	1	3
1057	1	0	0	1	4
1057	2	0	4	0	0
1057	1	0	2	0	4
1058	1	1	1	0	5
1058	2	1	3	1	1
1058	1	0	2	1	2
1058	2	1	3	1	5
1059	1	1	0	0	4
1059	1	0	3	1	0
1059	1	0	0	1	4
1059	1	0	1	0	3
1060	1	0	0	1	4
1060	1	1	1	1	3
1060	1	0	1	1	3
1060	1	1	2	0	3
1061	2	0	5	0	4
1061	1	1	0	1	4
1061	1	1	4	1	4
1061	1	1	0	1	3
1062	2	1	4	0	4
1062	2	0	3	1	2
1062	2	1	4	0	3
1062	2	1	2	0	3
1063	1	0	3	1	3
1063	1	0	4	1	2
1063	2	0	4	0	3
1063	1	0	1	1	3
1064	1	1	2	1	4
1064	1	0	2	1	3
1064	2	0	0	0	2
1064	1	1	0	1	3
1065	2	1	2	0	4
1065	1	0	3	0	4
1065	2	1	3	0	4
1065	2	0	4	0	2
1066	1	0	2	1	5
1066	2	1	4	1	0
1066	2	0	4	1	5
1066	1	0	1	0	2
1067	1	0	3	1	3
1067	1	1	1	1	2
1067	1	0	1	0	1
1067	1	1	1	1	3
1068	1	0	2	1	3
1068	1	0	2	0	1
1068	1	0	5	0	4
1068	1	0	3	0	3
1069	2	1	3	0	2
1069	1	1	1	1	5
1069	1	0	2	1	5
1069	1	0	2	1	2
1070	2	0	4	1	1
1070	2	1	0	1	0
1070	1	1	4	0	5
1070	1	1	0	0	4
1071	1	0	3	0	1
1071	1	0	2	0	4
1071	2	0	4	1	1
1071	2	1	2	1	1
1072	1	1	1	1	2
1072	2	0	1	0	4
1072	1	0	4	1	1
1072	2	1	3	0	5
1073	1	0	0	1	0
1073	2	0	2	0	3
1073	2	0	3	0	3
1073	2	1	4	1	0
1074	2	0	4	1	3
1074	2	0	1	0	2
1074	1	0	3	1	2
1074	2	1	0	1	5
1075	1	0	4	1	5
1075	1	0	2	1	5
1075	2	0	1	1	4
1075	2	1	1	0	1
1076	1	1	0	1	2
1076	1	0	1	0	4
1076	1	0	4	1	5
1076	1	0	1	1	4
1077	2	0	5	0	1
1077	2	1	4	0	4
1077	2	1	2	1	1
1077	1	0	3	1	2
1078	1	1	1	1	5
1078	2	1	4	0	3
1078	2	1	3	0	1
1078	1	1	0	1	4
1079	1	0	4	0	5
1079	1	0	2	1	3
1079	2	1	4	1	1
1079	2	0	3	0	2
1080	2	1	1	0	2
1080	1	0	2	1	2
1080	2	0	1	1	2
1080	1	1	3	1	1
1081	2	1	5	1	2
1081	2	1	2	0	1
1081	2	0	4	1	3
1081	1	0	3	0	4
1082	1	0	1	1	1
1082	1	0	2	0	3
1082	1	1	4	1	4
1082	1	0	2	1	5
1083	1	0	3	1	5
1083	1	0	0	1	4
1083	1	1	3	0	5
1083	1	1	4	1	3
1084	2	1	3	0	3
1084	2	1	4	1	4
1084	1	0	3	0	4
1084	1	0	1	0	4
1085	1	1	0	0	0
1085	1	1	2	1	1
1085	1	0	1	1	2
1085	2	1	3	0	2
1086	1	1	1	1	2
1086	1	0	2	0	1
1086	1	0	0	1	4
1086	2	0	3	1	1
1087	1	1	0	0	4
1087	2	0	5	1	1
1087	2	1	4	0	5
1087	2	0	5	0	1
1088	1	0	3	1	5
1088	2	0	2	0	1
1088	2	1	2	1	0
1088	1	0	0	1	1
1089	1	1	2	0	2
1089	2	1	3	1	1
1089	1	1	2	0	4
1089	1	0	1	1	3
1090	1	1	0	1	3
1090	1	0	3	1	1
1090	1	0	4	1	3
1090	2	0	2	1	2
1091	2	1	1	0	0
1091	1	0	4	1	3
1091	1	0	1	1	3
1091	1	0	2	1	0
1092	1	0	2	0	2
1092	1	0	4	0	2
1092	2	1	1	0	1
1092	1	1	1	1	3
1093	2	1	5	0	0
1093	1	1	3	0	5
1093	2	0	0	0	4
1093	2	1	1	1	5
1094	1	0	2	0	2
1094	2	1	0	1	1
1094	1	1	1	1	2
1094	1	1	1	1	2
1095	2	1	3	0	1
1095	2	1	5	0	3
1095	1	1	1	0	3
1095	2	1	5	1	2
1096	1	1	0	1	0
1096	2	1	5	0	1
1096	1	0	0	0	4
1096	1	0	1	1	4
1097	2	0	4	1	0
1097	2	1	1	1	4
1097	1	1	0	1	4
1097	2	0	5	0	0
1098	1	0	4	1	2
1098	2	0	1	0	2
1098	2	1	4	1	0
1098	2	1	4	1	3
1099	1	1	0	0	1
1099	1	0	2	1	4
1099	1	1	5	0	5
1099	1	1	2	0	4
1100	1	0	1	1	4
1100	1	0	1	1	4
1100	2	0	2	1	2
1100	1	0	1	1	4
1101	1	0	3	1	0
1101	2	0	2	1	1
1101	2	0	5	0	0
1101	1	0	3	1	5
1102	1	0	0	0	3
1102	1	1	3	0	5
1102	2	1	5	0	4
1102	1	1	2	0	4
1103	2	1	3	0	1
1103	2	1	2	0	2
1103	1	1	4	1	4
1103	1	0	2	1	2
1104	1	0	5	1	4
1104	2	1	4	0	0
1104	2	1	3	0	1
1104	2	0	2	0	4
1105	2	1	4	0	4
1105	1	1	2	1	4
1105	2	1	2	0	0
1105	1	0	3	1	3
1106	2	1	2	0	0
1106	2	0	2	0	3
1106	1	1	1	1	0
1106	2	0	4	0	4
1107	2	1	4	0	0
1107	2	1	2	1	1
1107	1	1	1	0	1
1107	1	0	1	0	5
1108	1	1	2	1	4
1108	1	0	2	1	2
1108	1	1	2	1	2
1108	2	1	4	1	0
1109	2	1	3	1	0
1109	2	0	2	1	2
1109	2	1	3	0	1
1109	1	1	3	0	5
1110	2	0	3	1	1
1110	2	1	4	0	5
1110	2	1	5	0	1
1110	2	1	4	0	5
1111	2	0	3	0	3
1111	1	1	3	0	4
1111	1	0	2	1	4
1111	2	1	1	0	1
1112	1	1	3	1	2
1112	2	1	3	0	2
1112	2	1	0	0	1
1112	1	0	3	0	1
1113	2	1	4	0	3
1113	1	0	2	1	0
1113	1	0	4	0	2
1113	1	0	4	0	5
1114	1	0	2	1	2
1114	2	0	2	0	5
1114	1	1	2	1	3
1114	2	1	5	0	2
1115	2	0	2	0	2
1115	2	0	1	0	0
1115	1	0	0	0	3
1115	1	0	0	0	2
1116	1	0	2	1	5
1116	1	0	2	1	4
1116	1	1	0	1	4
1116	1	0	1	0	1
1117	1	0	0	1	4
1117	2	1	4	0	2
1117	2	0	0	0	0
1117	1	1	1	0	3
1118	1	0	1	1	3
1118	2	1	1	1	1
1118	1	1	2	1	2
1118	1	1	1	1	2
1119	1	1	4	1	3
1119	1	1	1	1	4
1119	1	0	1	0	1
1119	2	1	4	1	2
1120	1	1	0	0	3
1120	2	0	4	1	4
1120	2	1	2	0	0
1120	1	1	2	1	3
1121	2	1	5	1	0
1121	2	1	4	1	0
1121	2	1	0	0	2
1121	2	1	4	1	0
1122	1	1	2	1	4
1122	2	0	2	0	0
1122	2	1	1	0	2
1122	2	0	4	0	4
1123	2	1	3	1	1
1123	1	1	1	0	4
1123	2	1	3	0	4
1123	2	1	2	0	0
1124	1	0	3	1	0
1124	1	0	4	1	4
1124	2	0	4	0	3
1124	2	0	4	0	2
1125	1	0	3	1	5
1125	1	0	4	1	3
1125	2	1	2	1	0
1125	2	1	1	0	1
1126	2	0	5	1	0
1126	1	0	0	0	4
1126	2	1	1	0	2
1126	1	1	4	1	1
1127	1	1	1	0	5
1127	1	1	2	0	3
1127	2	1	5	1	1
1127	2	1	4	0	2
1128	2	0	4	0	3
1128	1	0	2	0	4
1128	1	1	3	1	2
1128	2	0	3	0	2
1129	1	1	0	1	2
1129	1	1	3	0	4
1129	2	1	2	1	2
1129	2	1	1	0	3
1130	2	1	3	0	3
1130	2	1	4	1	0
1130	1	0	1	1	0
1130	2	1	1	1	3
1131	2	0	3	0	2
1131	2	1	4	0	0
1131	2	1	3	0	4
1131	2	0	4	0	0
1132	1	0	1	0	4
1132	2	0	3	1	3
1132	1	1	3	1	2
1132	2	1	3	0	0
1133	2	0	2	0	3
1133	2	1	0	0	5
1133	2	0	5	0	3
1133	2	1	2	0	5
1134	1	1	1	0	4
1134	2	1	3	1	4
1134	1	0	2	1	3
1134	2	1	2	0	4
1135	2	1	0	0	2
1135	1	0	3	0	4
1135	2	1	3	1	2
1135	2	0	5	0	2
1136	1	0	3	0	2
1136	2	0	3	1	3
1136	2	0	5	1	2
1136	1	1	4	1	1
1137	1	1	1	0	5
1137	1	0	4	1	2
1137	2	1	3	1	4
1137	1	1	1	1	2
1138	1	1	2	0	3
1138	2	1	0	1	0
1138	2	0	5	0	3
1138	1	1	2	1	2
1139	2	1	2	0	3
1139	2	1	5	1	3
1139	1	1	3	1	5
1139	1	0	4	1	2
1140	2	0	5	0	4
1140	2	1	3	0	0
1140	1	0	3	1	1
1140	2	0	4	1	4
1141	2	1	4	1	4
1141	2	1	4	0	2
1141	2	1	1	0	2
1141	1	1	2	1	3
1142	2	0	4	0	1
1142	1	0	4	1	1
1142	1	1	3	0	2
1142	1	0	1	0	5
1143	2	0	4	1	4
1143	1	0	0	1	4
1143	1	0	0	1	3
1143	1	0	2	1	2
1144	2	1	4	1	3
1144	1	1	2	1	1
1144	2	0	1	0	1
1144	1	0	2	0	4
1145	1	1	5	0	3
1145	2	1	3	1	2
1145	1	0	4	1	2
1145	2	0	4	0	3
1146	2	1	2	0	2
1146	1	0	3	1	0
1146	1	1	2	1	2
1146	1	0	4	1	0
1147	2	1	4	0	1
1147	1	1	3	1	3
1147	2	1	1	0	5
1147	1	0	1	1	2
1148	2	0	3	1	4
1148	1	0	1	1	4
1148	1	0	1	0	5
1148	1	0	1	0	1
1149	2	1	1	0	5
1149	1	1	2	1	4
1149	2	1	1	0	2
1149	2	1	2	0	0
1150	1	1	0	0	2
1150	1	0	4	1	2
1150	2	0	4	0	0
1150	1	1	1	1	5
1151	2	0	4	0	4
1151	2	0	5	0	2
1151	1	0	1	0	1
1151	2	1	4	0	0
1152	2	1	2	0	2
1152	1	1	5	0	4
1152	2	1	4	0	1
1152	2	1	4	1	3
1153	1	0	3	0	2
1153	2	1	3	1	0
1153	1	1	5	1	3
1153	2	1	2	1	0
1154	1	0	4	1	4
1154	1	0	0	1	4
1154	2	1	3	0	4
1154	2	0	1	0	3
1155	1	0	4	1	1
1155	2	0	3	0	4
1155	2	1	2	0	2
1155	2	0	2	0	1
1156	2	0	2	1	3
1156	2	1	5	1	4
1156	2	1	4	0	2
1156	2	0	2	0	2
1157	2	1	3	1	2
1157	1	1	1	1	3
1157	2	1	2	0	3
1157	2	1	2	1	4
1158	2	0	4	1	4
1158	1	1	2	0	4
1158	1	0	0	1	1
1158	1	0	4	1	2
1159	1	0	2	1	4
1159	1	0	3	1	1
1159	2	1	4	0	3
1159	1	0	3	1	2
1160	1	1	1	0	4
1160	1	0	1	0	3
1160	1	0	3	0	4
1160	1	1	4	1	3
1161	2	1	4	1	3
1161	2	1	1	0	2
1161	1	0	4	1	4
1161	2	1	2	0	4
1162	2	1	3	1	1
1162	2	0	4	1	1
1162	2	0	5	0	2
1162	2	1	2	1	5
1163	1	1	4	1	5
