ID,x1,x2,x3,x4,y1,y2,y3,y4,choice
1011,9,6,9,7,6,7,9,6,1
1011,2,9,6,9,3,1,7,8,2
1011,3,4,7,1,3,6,2,8,3
1011,6,6,4,5,9,4,10,5,2
1012,5,2,2,8,1,7,2,9,1
1012,10,9,4,8,6,2,2,7,2
1012,2,4,2,7,4,2,6,8,2
1012,5,10,7,8,7,2,10,5,2
1012,5,2,2,9,5,1,3,3,4
1012,3,4,6,3,9,1,6,4,2
1012,10,6,7,5,4,5,3,2,1
1012,2,2,6,10,4,5,1,5,4
1013,3,1,10,2,8,2,4,10,3
1013,2,4,4,1,3,6,5,8,2
1013,4,7,1,6,9,2,3,9,2
1013,8,1,5,8,3,7,8,9,2
1013,8,6,6,3,9,5,7,7,2
1013,7,7,9,8,2,8,5,1,1
1013,4,6,1,3,5,7,1,4,3
1013,3,6,6,1,2,6,1,10,4
1014,7,9,9,9,4,6,2,9,4
1014,1,7,6,4,10,2,3,3,4
1014,10,9,1,2,8,4,4,5,1
1014,10,10,8,6,3,10,1,1,2
1014,2,9,7,5,9,2,9,1,1
1014,6,8,8,5,3,6,9,4,3
1014,6,7,2,5,5,1,3,4,3
1014,3,2,3,5,10,2,6,1,1
1015,7,4,5,7,5,4,2,7,3
1015,5,8,3,5,2,2,10,2,1
1015,4,8,1,10,9,10,2,9,3
1015,8,6,3,6,3,1,9,5,2
1015,6,3,10,9,6,2,4,8,3
1015,10,8,4,5,4,2,9,3,2
1015,6,6,8,5,6,6,7,7,2
1015,6,9,2,8,7,6,7,1,4
1016,6,8,10,10,7,3,1,5,4
1016,4,8,5,6,5,5,9,10,4
1016,1,8,6,10,1,6,6,9,3
1016,2,1,4,1,3,3,3,7,4
1016,10,6,6,8,2,1,6,6,1
1016,5,2,2,3,10,1,8,5,4
1016,5,7,7,8,5,10,2,9,3
1016,1,7,6,9,3,6,10,10,2
1017,4,1,1,8,2,10,5,10,3
1017,3,2,8,4,10,10,7,8,1
1017,5,6,4,10,8,6,6,7,1
1017,6,10,8,4,8,9,7,4,2
1017,9,5,8,8,7,6,10,9,3
1017,4,8,1,3,9,7,4,2,2
1017,2,9,1,9,1,2,8,3,4
1017,8,2,4,2,10,2,6,9,2
1018,1,1,4,5,6,10,4,3,4
1018,8,8,2,7,3,7,4,10,1
1018,8,3,4,9,4,1,5,8,2
1018,1,3,7,4,10,9,7,7,3
1018,9,7,6,5,8,7,5,6,3
1018,3,4,10,6,7,7,4,8,3
1018,6,10,8,8,8,6,9,9,4
1018,3,6,3,1,7,9,5,8,3
1019,10,4,5,5,10,2,10,9,4
1019,7,3,5,4,6,8,6,4,1
1019,8,7,9,10,1,7,5,9,4
1019,4,1,6,5,2,6,8,10,3
1019,2,8,2,2,6,6,4,5,2
1019,4,7,5,8,6,6,5,1,2
1019,7,9,2,8,7,7,1,3,2
1019,1,3,6,8,5,3,4,1,1
1020,6,2,1,8,9,5,9,9,4
1020,2,10,4,2,7,10,8,10,2
1020,10,3,4,8,1,10,6,5,1
1020,7,3,3,5,7,5,7,10,4
1020,5,8,7,7,7,5,7,6,2
1020,4,10,4,4,8,3,7,1,2
1020,1,9,6,3,4,9,7,9,2
1020,8,3,5,2,4,7,10,8,1
1021,10,4,9,8,2,4,7,10,2
1021,4,9,2,5,8,2,1,7,1
1021,10,5,3,2,7,7,8,8,4
1021,1,7,10,1,5,6,3,5,1
1021,6,5,6,8,9,8,5,4,4
1021,9,7,2,2,4,8,9,4,3
1021,7,7,8,9,10,6,4,9,3
1021,1,3,10,2,8,3,2,7,2
1022,4,1,10,7,2,5,8,6,3
1022,6,4,2,5,6,10,8,3,2
1022,8,2,1,2,9,5,3,4,1
1022,8,9,9,7,4,7,4,1,2
1022,1,1,1,1,1,4,1,9,4
1022,7,4,2,9,2,2,8,7,4
1022,6,5,5,5,5,8,3,6,4
1022,3,6,7,8,1,10,4,5,2
1023,9,4,9,6,7,6,5,3,2
1023,2,2,8,4,7,2,3,4,2
1023,5,6,7,2,2,2,4,4,1
1023,8,10,10,8,7,9,5,2,4
1023,8,7,4,4,1,2,8,7,4
1023,10,2,8,9,3,8,6,1,3
1023,9,8,5,10,6,10,10,1,3
1023,4,1,3,7,2,8,4,7,4
1024,4,2,10,2,8,1,1,6,4
1024,8,3,8,1,8,5,5,9,4
1024,5,1,2,3,8,4,8,2,3
1024,1,5,7,9,2,1,6,6,4
1024,6,5,1,8,5,1,3,10,4
1024,6,7,10,3,4,9,2,7,3
1024,4,8,2,9,8,4,10,8,3
1024,4,4,1,2,2,7,7,2,3
1025,6,4,1,10,5,5,5,6,3
1025,1,10,5,2,2,1,6,2,2
1025,1,2,5,1,9,5,9,5,4
1025,1,1,2,6,8,10,7,4,4
1025,5,2,4,6,7,4,7,8,1
1025,9,2,6,7,3,3,3,3,4
1025,10,9,8,1,6,2,4,1,4
1025,5,3,6,9,6,1,2,10,2
1026,1,6,10,2,4,6,2,10,3
1026,2,6,7,1,6,8,9,8,2
1026,10,1,4,4,3,9,4,1,1
1026,1,1,6,3,2,5,3,7,1
1026,1,9,7,10,1,7,7,6,2
1026,6,6,8,5,1,2,8,5,1
1026,4,4,4,8,3,2,8,5,1
1026,5,10,5,9,8,2,1,9,3
1027,7,2,2,1,6,5,1,7,1
1027,7,9,3,3,4,4,2,3,1
1027,5,9,8,8,6,6,5,5,3
1027,7,4,3,10,6,2,7,6,4
1027,9,7,2,8,7,5,7,4,1
1027,5,2,3,5,1,7,5,5,4
1027,4,4,7,3,2,7,10,3,3
1027,2,3,8,7,2,3,4,7,4
1028,2,3,9,4,6,8,4,10,3
1028,10,5,7,10,5,1,1,4,3
1028,3,7,3,7,6,10,8,2,4
1028,7,3,1,2,4,10,7,7,1
1028,5,3,4,6,2,4,3,1,4
1028,2,5,7,3,9,10,10,4,4
1028,3,5,3,9,1,4,9,9,4
1028,6,7,10,2,6,2,10,1,2
1029,4,7,7,7,7,10,7,8,1
1029,8,2,6,2,10,9,10,10,1
1029,7,3,5,10,5,6,10,9,3
1029,6,5,7,2,1,10,10,2,2
1029,7,1,4,1,5,6,1,8,4
1029,2,1,10,8,1,8,4,3,2
1029,8,3,6,8,9,8,8,8,4
1029,1,3,8,3,2,3,5,7,1
1030,5,6,8,7,8,4,6,6,1
1030,6,3,7,9,7,10,7,2,4
1030,4,1,1,1,3,6,6,2,3
1030,3,2,7,10,8,9,5,5,1
1030,8,5,10,7,3,9,4,9,4
1030,10,4,4,2,6,2,1,6,1
1030,2,6,9,9,7,9,1,2,2
1030,9,10,7,4,1,1,1,3,2
1031,1,1,3,8,2,8,5,5,1
1031,2,3,9,1,2,9,1,1,1
1031,4,3,3,10,7,6,6,6,3
1031,1,3,9,5,2,2,5,4,1
1031,1,4,8,4,4,1,7,3,1
1031,7,8,1,9,1,10,3,8,3
1031,10,7,5,10,8,3,10,1,4
1031,10,7,10,3,5,5,8,5,4
1032,8,2,2,9,1,8,1,5,4
1032,4,3,10,2,3,7,4,5,3
1032,8,9,10,9,6,3,9,3,3
1032,3,4,10,1,5,8,10,2,4
1032,2,6,3,5,1,9,7,4,2
1032,3,3,6,8,1,2,6,1,2
1032,4,6,1,1,9,1,4,8,1
1032,1,8,2,2,2,2,3,4,2
1033,2,6,5,7,4,5,2,2,2
1033,9,1,2,5,9,8,5,10,3
1033,7,1,1,3,4,4,1,7,4
1033,3,4,5,8,2,3,5,10,1
1033,3,7,5,9,7,2,10,6,3
1033,4,1,5,10,4,5,2,6,4
1033,7,9,3,7,4,2,8,8,4
1033,8,1,1,2,10,1,3,6,1
1034,5,1,10,9,1,2,10,4,2
1034,3,2,6,9,8,5,8,8,4
1034,6,3,1,8,7,6,10,7,2
1034,10,1,10,8,7,9,6,10,2
1034,3,2,5,6,10,3,4,4,4
1034,5,4,3,10,7,3,5,3,3
1034,3,9,8,3,10,10,1,9,3
1034,9,9,10,2,7,5,2,6,3
1035,2,4,10,8,7,10,4,10,3
1035,8,9,9,4,2,8,6,2,1
1035,1,7,6,7,8,8,10,10,2
1035,4,6,1,5,3,4,9,5,1
1035,3,2,4,9,7,10,9,9,4
1035,9,4,4,2,8,9,1,9,1
1035,8,10,1,3,9,9,1,6,2
1035,9,3,10,5,4,1,5,9,1
1036,8,8,10,5,9,2,5,10,2
1036,4,4,6,4,4,1,3,3,3
1036,1,6,3,8,3,1,9,4,4
1036,4,5,7,8,1,3,8,3,4
1036,9,7,6,2,2,4,5,6,1
1036,2,1,4,1,8,6,5,2,3
1036,4,4,4,1,7,9,4,4,3
1036,6,5,6,3,8,5,3,8,3
1037,10,3,4,9,10,9,5,2,2
1037,1,8,8,10,8,8,5,8,1
1037,4,10,1,5,6,9,3,7,1
1037,7,6,4,10,8,1,6,10,3
1037,1,5,9,8,8,2,5,10,1
1037,8,6,1,9,9,3,1,10,4
1037,6,5,2,6,6,4,4,8,3
1037,6,5,1,5,4,2,9,7,3
1038,9,9,5,1,9,7,5,10,2
1038,9,8,5,9,4,9,4,5,3
1038,7,5,10,8,5,9,4,1,4
1038,5,8,1,7,1,5,5,10,2
1038,9,10,8,9,3,5,1,6,3
1038,8,1,6,1,4,7,2,5,1
1038,9,10,6,9,4,2,2,7,2
1038,1,8,10,5,1,4,9,6,1
1039,1,10,3,1,8,9,5,4,2
1039,3,1,5,1,10,2,7,3,4
1039,3,9,1,6,3,1,9,8,2
1039,2,9,10,10,2,3,2,2,3
1039,2,9,8,9,1,8,4,10,4
1039,9,6,8,10,4,8,5,2,2
1039,8,8,2,5,3,5,5,1,2
1039,2,5,4,2,6,5,6,10,2
1040,3,4,5,1,4,1,5,2,4
1040,8,4,3,2,2,4,10,6,2
1040,3,7,9,4,7,9,10,5,1
1040,2,3,10,6,8,10,4,4,1
1040,7,6,9,6,4,3,3,8,4
1040,8,7,5,9,7,1,2,1,1
1040,4,5,2,10,7,1,9,10,3
1040,7,5,7,3,7,1,5,5,3
1041,10,8,6,2,4,10,9,2,3
1041,9,8,5,5,6,4,9,9,3
1041,2,5,7,9,10,6,10,9,4
1041,4,7,8,1,10,4,6,10,1
1041,5,1,3,8,10,3,8,9,1
1041,6,8,1,5,5,8,10,4,3
1041,10,7,9,10,7,9,2,9,4
1041,10,9,7,9,9,9,6,6,1
1042,6,1,6,8,5,8,9,10,2
1042,3,7,4,10,5,7,8,7,1
1042,3,4,4,6,8,3,2,7,2
1042,2,4,9,7,6,10,7,9,1
1042,2,8,5,5,1,8,5,2,2
1042,8,10,5,2,5,10,7,7,2
1042,1,1,1,2,10,10,3,1,2
1042,2,3,8,6,6,10,6,7,1
1043,2,2,10,1,3,7,9,2,3
1043,3,2,8,9,9,9,4,1,4
1043,8,2,7,7,6,5,4,4,3
1043,4,2,2,5,6,4,3,6,4
1043,6,6,5,9,8,9,10,7,4
1043,5,10,5,4,5,6,9,3,2
1043,2,9,8,9,5,5,9,8,2
1043,8,7,7,5,8,10,4,5,3
1044,10,2,10,1,2,5,2,4,3
1044,8,8,4,4,1,4,3,5,2
1044,10,4,2,2,10,10,2,2,1
1044,4,9,10,3,4,9,3,2,2
1044,8,9,4,1,7,1,8,3,1
1044,6,1,7,5,8,4,9,3,1
1044,3,4,3,4,3,5,1,5,2
1044,9,9,7,10,4,6,4,7,4
1045,4,2,1,10,1,9,6,6,3
1045,8,5,10,3,1,7,2,6,1
1045,10,9,3,1,4,9,3,6,4
1045,4,8,5,2,1,8,4,7,4
1045,1,8,10,5,5,8,5,5,1
1045,4,2,2,4,2,1,1,5,2
1045,4,6,4,1,2,8,10,6,4
1045,2,3,8,2,5,5,3,1,1
1046,9,9,4,3,3,10,7,3,1
1046,3,6,1,5,7,2,1,4,2
1046,9,10,9,9,6,5,8,5,3
1046,6,7,3,10,3,8,5,5,4
1046,3,8,3,3,7,5,9,6,3
1046,4,7,2,2,7,7,8,7,2
1046,8,5,9,3,2,6,2,2,3
1046,9,7,4,6,9,1,3,9,1
1047,3,6,9,3,5,1,4,5,3
1047,9,10,9,8,8,8,5,7,3
1047,4,7,3,4,8,3,6,8,2
1047,6,3,2,3,5,3,3,3,1
1047,5,4,6,4,4,3,4,4,1
1047,7,4,4,7,1,3,3,9,1
1047,9,10,10,5,6,7,2,9,3
1047,10,9,6,8,7,5,3,7,3
1048,2,10,5,2,10,7,2,7,1
1048,10,2,6,1,4,8,1,1,2
1048,7,8,3,2,2,2,4,3,4
1048,6,6,9,9,9,10,5,4,2
1048,8,1,10,4,4,10,2,7,2
1048,10,4,10,8,5,8,9,10,4
1048,1,6,1,5,3,5,2,4,2
1048,3,5,9,6,7,3,7,2,3
1049,7,8,3,7,2,5,7,1,4
1049,6,9,6,5,9,6,2,3,4
1049,1,5,4,10,4,7,7,9,4
1049,4,1,10,10,8,2,8,8,1
1049,7,9,9,2,10,2,6,6,4
1049,4,7,8,3,4,10,10,1,2
1049,2,8,1,9,3,4,10,6,3
1049,9,7,5,1,2,9,1,2,2
1050,9,7,2,9,1,8,8,10,3
1050,8,4,8,1,1,10,9,10,4
1050,8,4,9,6,1,9,4,7,4
1050,8,5,2,10,10,2,7,4,3
1050,7,8,7,1,5,9,2,9,3
1050,8,1,10,7,6,9,6,5,1
1050,10,9,10,8,3,3,10,3,2
1050,3,7,9,9,6,10,7,4,4
1051,10,3,3,6,5,9,2,4,3
1051,8,3,8,6,7,4,5,6,4
1051,3,3,6,2,4,9,7,8,2
1051,6,1,4,4,2,2,10,6,3
1051,3,3,6,6,6,4,6,7,1
1051,6,9,3,9,5,10,3,4,2
1051,3,2,6,9,7,8,3,9,1
1051,1,4,10,7,2,5,5,8,2
1052,7,7,9,10,5,10,6,3,4
1052,4,10,7,1,1,9,4,10,2
1052,6,7,7,3,2,10,2,1,1
1052,3,6,9,10,5,9,9,6,4
1052,2,7,9,4,7,10,7,9,3
1052,7,3,9,2,6,6,10,6,3
1052,7,3,2,7,10,9,3,5,3
1052,5,7,9,6,3,9,3,1,2
1053,9,8,6,4,3,2,4,7,2
1053,7,1,10,8,2,10,4,10,2
1053,1,2,6,1,3,4,8,9,4
1053,8,5,1,10,9,8,2,1,4
1053,1,7,7,8,9,1,9,10,2
1053,9,2,5,6,4,1,4,1,3
1053,4,3,8,7,2,7,10,9,2
1053,2,9,2,7,4,4,8,4,3
1054,5,1,5,1,6,5,4,8,3
1054,8,1,1,5,1,5,4,5,1
1054,3,1,6,5,1,9,1,9,1
1054,2,10,1,3,6,10,2,7,3
1054,10,5,6,5,3,8,9,10,3
1054,1,6,2,7,10,6,4,4,4
1054,9,9,4,7,4,7,4,3,3
1054,10,1,6,8,1,8,10,4,1
1055,5,5,5,8,8,3,4,5,4
1055,2,1,4,2,9,6,2,2,3
1055,8,10,6,7,8,10,1,5,3
1055,7,1,7,8,8,3,5,3,2
1055,4,7,6,3,6,6,4,3,2
1055,7,4,7,8,8,1,10,5,2
1055,8,2,10,4,2,10,6,3,3
1055,8,4,2,10,7,3,9,4,2
1056,4,3,9,9,3,2,5,7,3
1056,10,3,4,2,9,1,7,8,1
1056,5,3,10,3,9,3,4,8,3
1056,7,5,2,7,2,4,7,5,1
1056,3,9,8,10,9,3,8,10,2
1056,4,7,7,3,10,7,1,2,3
1056,10,5,5,1,5,8,7,2,4
1056,5,9,10,4,9,3,1,3,3
1057,6,7,3,1,6,7,9,10,1
1057,4,5,7,1,7,5,9,3,4
1057,2,9,5,5,8,2,10,8,3
1057,5,5,5,3,2,3,7,4,1
1057,6,7,3,10,4,4,9,6,1
1057,2,9,1,5,8,5,2,3,1
1057,7,7,10,5,3,9,9,7,3
1057,1,1,6,2,6,1,1,9,3
1058,3,1,8,3,2,9,3,1,2
1058,1,6,1,3,3,5,10,4,3
1058,10,4,10,3,5,6,2,5,1
1058,10,5,3,8,6,8,1,7,2
1058,8,4,2,7,6,3,2,3,3
1058,7,1,7,5,4,8,3,3,3
1058,5,4,10,2,1,3,4,1,2
1058,7,4,5,4,5,6,5,6,3
1059,2,9,5,1,7,5,6,1,2
1059,9,7,7,8,3,5,1,7,4
1059,9,10,7,8,5,5,1,3,2
1059,3,1,8,3,1,5,6,4,3
1059,2,3,5,6,3,9,5,3,2
1059,2,3,8,9,6,8,9,2,3
1059,8,4,6,9,1,4,7,2,1
1059,4,3,7,1,2,5,6,5,3
1060,7,10,9,1,9,2,7,9,2
1060,2,9,8,10,6,2,3,10,2
1060,5,1,2,6,1,5,7,8,1
1060,5,3,1,6,2,2,3,1,3
1060,8,1,9,3,6,10,6,2,3
1060,7,9,5,10,9,8,10,4,4
1060,5,3,6,8,5,2,5,5,4
1060,7,7,8,2,1,1,2,1,1
1061,4,3,6,7,7,5,9,9,3
1061,3,6,2,8,8,5,9,7,1
1061,4,10,10,6,2,2,8,2,1
1061,8,6,4,4,9,8,3,10,1
1061,3,8,10,10,6,5,1,4,3
1061,9,2,1,3,5,8,4,2,1
1061,9,1,3,5,9,5,6,5,1
1061,1,4,7,7,4,2,10,1,3
1062,2,3,10,8,2,9,10,4,4
1062,6,6,5,1,4,7,2,3,3
1062,6,1,1,7,1,7,4,3,2
1062,4,5,9,2,4,10,9,3,1
1062,3,1,7,5,9,3,5,7,3
1062,2,10,4,8,7,3,4,5,2
1062,9,3,4,4,2,3,9,4,1
1062,10,9,5,8,1,4,8,10,4
1063,1,1,9,6,1,5,2,1,1
1063,10,9,1,7,7,6,8,8,3
1063,10,1,10,2,6,3,1,5,1
1063,1,1,10,9,3,9,3,7,2
1063,6,3,9,5,5,10,3,5,4
1063,3,9,1,7,3,5,3,2,3
1063,7,1,3,1,3,3,1,7,4
1063,4,7,10,8,6,5,4,8,3
1064,7,3,3,8,7,1,4,10,4
1064,2,3,6,8,4,6,9,3,3
1064,8,9,7,2,10,1,2,4,1
1064,5,4,7,6,9,7,7,8,1
1064,8,5,3,10,1,9,4,8,4
1064,3,9,4,1,6,1,3,9,2
1064,6,4,4,9,4,9,1,3,4
1064,1,3,3,5,5,3,10,8,4
1065,7,4,9,9,5,10,5,4,2
1065,5,8,3,3,3,7,4,4,2
1065,10,4,5,6,2,2,10,10,3
1065,6,4,2,5,8,1,2,1,1
1065,2,10,8,6,10,2,7,6,2
1065,6,6,4,9,2,8,7,9,2
1065,6,8,5,3,4,10,7,7,3
1065,6,6,10,5,2,8,5,7,4
1066,7,4,9,4,10,4,8,8,1
1066,6,6,5,1,4,1,3,4,4
1066,1,5,1,5,6,4,8,7,3
1066,7,8,7,3,2,4,6,2,4
1066,2,2,1,5,3,7,4,3,1
1066,3,2,9,9,8,2,10,3,2
1066,3,7,3,1,8,7,6,8,4
1066,1,7,6,4,4,5,10,4,1
1067,10,9,2,3,10,1,2,8,2
1067,6,3,3,3,1,10,8,1,2
1067,6,6,5,8,5,1,3,6,1
1067,10,1,6,9,8,2,8,2,3
1067,5,7,10,3,3,7,1,9,4
1067,1,7,5,8,6,6,3,5,2
1067,7,2,2,3,1,2,2,5,1
1067,3,2,1,4,10,7,5,6,4
1068,10,1,8,3,1,7,2,8,1
1068,10,8,5,2,9,9,2,1,4
1068,9,2,8,10,3,8,6,10,1
1068,4,3,3,5,1,6,2,9,4
1068,9,10,4,10,9,8,6,3,3
1068,10,5,5,1,9,10,7,9,3
1068,4,10,1,1,7,4,10,1,4
1068,6,5,7,7,2,9,3,4,1
1069,4,2,7,7,3,5,5,3,4
1069,4,1,3,2,5,4,8,8,3
1069,5,3,9,7,3,8,8,4,1
1069,10,5,8,1,8,1,6,3,2
1069,3,9,9,2,7,2,10,1,2
1069,2,4,9,8,6,1,1,9,4
1069,1,3,10,2,5,9,7,4,3
1069,5,9,4,6,2,4,4,9,2
1070,6,6,4,2,7,9,2,10,3
1070,8,6,2,9,4,3,7,6,1
1070,1,5,9,6,1,7,7,5,1
1070,3,3,3,7,1,8,7,8,1
1070,2,5,10,6,2,7,4,1,4
1070,1,4,5,4,8,8,5,7,3
1070,5,6,2,8,4,9,2,2,3
1070,9,5,1,8,6,2,4,7,2
1071,5,4,8,7,2,1,3,1,3
1071,3,6,7,10,4,7,5,10,4
1071,6,9,2,2,5,1,8,3,3
1071,5,3,9,9,4,1,9,4,3
1071,4,1,3,4,5,5,1,4,4
1071,7,2,7,5,4,5,2,3,1
1071,2,6,4,1,7,3,9,1,3
1071,7,1,5,10,3,9,9,7,4
1072,4,9,9,9,4,4,3,6,1
1072,1,5,7,1,10,6,4,7,1
1072,6,9,8,2,5,8,6,6,1
1072,4,1,8,5,4,6,1,9,2
1072,1,5,1,9,1,7,2,3,2
1072,10,2,5,8,3,3,5,6,2
1072,10,10,5,6,7,1,1,8,3
1072,7,7,2,8,5,3,8,4,2
1073,2,10,2,3,6,6,5,9,2
1073,2,9,3,4,8,1,6,2,2
1073,4,7,7,2,10,8,1,5,1
1073,8,2,9,4,2,1,8,5,3
1073,3,1,10,3,6,2,5,8,3
1073,6,9,6,3,10,4,10,1,1
1073,3,4,7,1,7,9,10,8,3
1073,4,4,1,8,6,6,10,9,4
1074,4,8,7,6,1,5,10,5,3
1074,5,4,2,1,8,5,5,4,1
1074,8,1,3,1,10,9,9,4,3
1074,2,2,1,5,8,10,10,2,3
1074,6,9,5,10,5,3,3,1,1
1074,4,2,8,5,3,10,7,5,2
1074,8,2,5,2,6,2,5,4,3
1074,2,6,10,8,1,2,2,2,2
1075,4,3,3,9,8,3,2,4,4
1075,4,1,2,10,8,3,1,7,3
1075,8,4,3,1,5,6,2,4,1
1075,4,8,1,1,7,10,3,1,4
1075,1,1,5,3,3,5,10,8,3
1075,5,2,7,9,4,2,6,1,2
1075,9,7,7,9,2,2,5,8,1
1075,8,2,6,7,5,10,10,5,1
1076,3,1,7,6,7,2,7,3,2
1076,4,4,8,8,3,1,4,9,4
1076,8,8,8,8,4,9,2,1,2
1076,9,10,5,6,1,8,9,8,1
1076,2,5,9,6,5,3,2,2,2
1076,3,7,1,10,3,2,8,8,2
1076,4,7,5,6,7,9,10,10,1
1076,5,5,4,9,10,1,3,5,3
1077,9,2,5,7,5,4,4,4,1
1077,8,6,3,5,1,6,8,2,3
1077,9,8,2,6,3,3,7,5,3
1077,6,8,1,9,7,1,5,1,4
1077,4,2,10,5,7,9,7,6,3
1077,7,4,2,6,6,4,7,1,3
1077,1,4,2,2,9,5,8,8,4
1077,4,2,1,1,3,2,1,3,4
1078,3,10,7,9,8,7,9,8,2
1078,3,3,3,10,3,6,4,2,4
1078,8,6,3,9,9,9,2,3,4
1078,8,2,4,2,8,3,4,10,1
1078,1,3,1,7,3,6,6,2,4
1078,5,6,5,9,8,6,3,2,4
1078,3,5,9,5,3,6,3,5,3
1078,2,7,2,6,5,5,8,1,4
1079,4,2,10,3,8,4,5,5,2
1079,2,4,7,4,1,8,6,10,1
1079,3,10,9,10,3,9,5,10,3
1079,4,10,3,1,8,10,10,2,4
1079,6,4,7,7,5,6,8,2,2
1079,3,10,2,3,6,9,4,7,1
1079,1,2,10,8,4,8,9,6,3
1079,2,1,7,10,2,6,1,1,2
1080,9,3,5,2,4,6,6,8,4
1080,10,10,4,1,10,1,1,3,4
1080,2,10,1,9,5,5,9,4,2
1080,10,2,9,1,9,10,3,6,1
1080,7,5,9,2,3,10,10,7,4
1080,4,1,7,8,4,10,10,6,3
1080,9,8,2,4,6,8,3,8,4
1080,3,3,10,10,2,10,3,6,2
1081,3,9,9,10,6,10,3,4,1
1081,10,10,8,5,4,8,2,3,3
1081,1,8,6,1,9,2,5,3,1
1081,3,3,7,10,4,1,8,7,2
1081,7,7,7,4,2,8,7,3,4
1081,4,1,1,10,8,2,10,7,2
1081,5,9,4,6,4,1,1,5,3
1081,6,7,2,10,7,3,8,3,4
1082,2,2,10,2,7,7,7,3,4
1082,8,7,5,2,2,5,10,9,2
1082,4,7,9,1,5,2,1,5,4
1082,6,10,6,3,10,6,4,7,2
1082,9,3,6,4,10,8,3,10,1
1082,7,7,5,4,5,8,5,1,4
1082,2,9,1,7,8,6,5,2,4
1082,1,4,9,2,2,6,8,9,2
1083,3,8,7,2,8,10,10,2,1
1083,8,4,8,5,1,6,9,4,3
1083,2,3,10,2,7,7,1,4,1
1083,10,1,3,2,8,2,3,4,4
1083,9,1,7,10,2,1,4,8,4
1083,6,7,6,10,6,7,5,4,1
1083,5,9,4,9,8,1,4,3,1
1083,9,4,3,5,1,1,3,3,3
1084,8,5,3,6,10,10,8,8,4
1084,9,6,1,2,5,10,2,10,3
1084,6,1,1,7,2,6,10,7,1
1084,4,5,3,10,8,2,3,3,3
1084,2,7,3,6,5,6,3,10,3
1084,8,8,2,7,5,2,2,4,2
1084,9,2,10,2,7,10,7,3,3
1084,7,6,1,9,4,10,10,9,1
1085,8,4,9,9,5,7,4,5,2
1085,4,9,2,2,7,5,4,8,2
1085,4,8,6,4,10,2,4,8,1
1085,9,3,4,6,10,6,5,5,4
1085,5,9,5,3,6,7,8,2,2
1085,9,9,5,7,8,5,1,5,2
1085,10,10,6,10,5,8,2,8,1
1085,9,3,1,7,6,8,3,6,1
1086,2,10,2,9,3,3,2,7,2
1086,4,3,3,5,9,7,3,5,4
1086,9,8,2,10,5,2,4,9,2
1086,1,10,10,2,8,8,2,9,2
1086,7,2,8,2,6,10,5,3,4
1086,2,1,1,7,7,1,6,7,3
1086,6,4,5,1,9,1,9,4,1
1086,8,8,4,2,10,5,3,2,1
1087,3,1,10,5,4,6,3,2,3
1087,8,4,7,6,3,6,7,4,3
1087,4,2,3,10,7,2,10,5,4
1087,7,8,1,8,10,8,8,1,4
1087,2,4,9,8,8,3,10,10,4
1087,1,6,5,1,3,2,6,4,2
1087,3,10,1,3,5,2,4,4,2
1087,7,1,10,3,9,1,2,4,1
1088,5,2,6,9,5,5,3,2,2
1088,9,9,5,7,8,5,5,7,4
1088,6,5,2,10,9,1,2,2,3
1088,9,2,1,4,2,4,10,6,2
1088,4,3,2,7,1,10,9,4,3
1088,4,8,5,9,10,9,3,7,3
1088,4,6,4,10,4,1,2,1,1
1088,5,10,7,5,6,1,8,6,3
1089,7,1,8,10,7,3,5,1,4
1089,8,10,8,5,8,9,8,3,4
1089,6,4,1,9,5,6,2,2,4
1089,4,4,2,1,7,7,2,6,3
1089,4,10,5,4,4,10,4,10,3
1089,7,6,5,1,10,8,2,10,3
1089,3,6,3,9,2,9,8,5,1
1089,7,10,2,5,8,8,8,1,4
1090,8,8,3,6,9,2,6,4,2
1090,5,4,4,1,1,10,8,10,1
1090,10,10,2,7,6,6,2,6,3
1090,5,7,4,10,8,2,2,2,4
1090,2,8,5,6,7,5,9,3,4
1090,8,6,5,6,1,4,1,7,1
1090,9,4,2,8,4,4,9,4,1
1090,5,4,1,4,3,4,2,9,1
1091,2,8,5,5,1,6,6,6,3
1091,7,10,6,1,5,8,1,4,3
1091,8,3,1,8,7,4,4,3,1
1091,8,4,6,1,4,4,4,8,4
1091,8,2,7,10,1,10,9,7,3
1091,1,6,3,6,1,6,10,2,1
1091,2,9,4,2,9,4,3,5,1
1091,1,4,2,3,9,10,7,5,2
1092,2,9,10,9,9,6,9,5,4
1092,9,10,3,2,5,2,10,7,2
1092,4,5,10,7,3,10,5,1,4
1092,5,10,10,3,4,8,10,10,1
1092,8,1,2,6,5,2,2,3,3
1092,10,9,7,9,5,9,5,5,3
1092,6,4,8,8,6,7,3,5,1
1092,8,10,10,4,5,10,4,5,2
1093,7,5,2,2,4,7,7,10,4
1093,8,4,5,10,8,6,8,10,2
1093,6,8,9,10,10,6,4,2,4
1093,6,6,3,4,5,2,5,6,2
1093,1,5,2,2,9,1,1,8,1
1093,9,8,10,7,10,9,5,5,4
1093,7,10,4,7,4,5,2,2,3
1093,8,6,8,8,10,7,1,6,3
1094,6,6,1,1,10,8,2,3,4
1094,1,6,4,3,4,10,1,7,3
1094,7,10,1,3,8,2,10,1,3
1094,7,9,7,5,4,9,6,8,1
1094,3,7,6,4,4,2,1,9,1
