Respondent,RLH,price,Level 1,Level 2,Level 3,Level 1,Level 2,Level 3,Level 1,Level 2,Level 3
167,0.7276402614,-2.5811497992,1.0096269005,2.8253142999,0.0000000000,-0.8960470143,-1.7342277331,0.0000000000,-2.7290385009,-0.7523344355,0.0000000000
168,0.6890856833,-1.5040082939,2.0956787693,3.3715989642,0.0000000000,-2.4667884534,-3.1500043492,0.0000000000,-3.4001520668,-3.2471086514,0.0000000000
169,0.6892552508,-2.5400200436,0.6629676427,1.6349663305,0.0000000000,-1.7220989492,-2.2188556201,0.0000000000,-1.8962841996,0.6614399438,0.0000000000
170,0.3993184388,-0.9779774833,1.6908160231,1.9249197471,0.0000000000,0.8440847396,2.6224521314,0.0000000000,0.1095959746,2.2715334781,0.0000000000
171,0.5061302907,-1.6845426416,0.1621959917,1.0843623844,0.0000000000,-1.3720895380,-1.2971066643,0.0000000000,-0.8912752332,2.1886208987,0.0000000000
172,0.6073277684,-2.1855322332,0.2460392087,1.5195677319,0.0000000000,-2.5554636795,-3.2902308145,0.0000000000,-1.6009592375,0.2638564383,0.0000000000
173,0.5911428404,-2.2367650806,2.6256801567,2.3132512557,0.0000000000,0.2584124211,1.8189129872,0.0000000000,-1.5826707799,0.0937469884,0.0000000000
174,0.4331999770,-0.7983327017,1.4829229786,-0.6777423676,0.0000000000,-0.7460491912,-2.5725065284,0.0000000000,-0.7248929741,-0.4031353542,0.0000000000
175,0.4699550714,-1.4215425630,-0.2782981892,1.5135195286,0.0000000000,-1.7985374464,-3.2703600762,0.0000000000,-1.3816151828,1.4296427978,0.0000000000
176,0.6179326467,-1.7049289999,-0.0066983768,2.5660129331,0.0000000000,-0.8585431374,-1.9044821482,0.0000000000,-1.7206307898,2.2923737910,0.0000000000
177,0.4153094160,-0.4255485310,0.3740584784,1.2486233308,0.0000000000,-2.1142662816,-0.7596557063,0.0000000000,-3.6726287289,-2.6911600693,0.0000000000
178,0.4573881366,-1.4006103167,3.0417649591,3.6991844253,0.0000000000,0.3671391222,1.4909957390,0.0000000000,-1.6300087466,0.3130115304,0.0000000000
179,0.5503054864,-2.1499666068,1.7109402036,3.3199886231,0.0000000000,-1.8009252938,-1.0349187334,0.0000000000,-1.9809506900,-0.3831093568,0.0000000000
180,0.6524150364,-1.2902210850,1.5859116831,4.0835681368,0.0000000000,-1.6189976513,-0.0978395567,0.0000000000,-3.1190382330,-2.1467882527,0.0000000000
181,0.4535520955,-1.5197088901,0.6416346824,1.0222173190,0.0000000000,-2.7580694339,-2.2365518881,0.0000000000,-2.9462642447,-2.5830463551,0.0000000000
182,0.4734092624,-0.8641530623,2.8078610550,4.9539335659,0.0000000000,-0.9726371348,-0.4892793893,0.0000000000,-2.8084521515,-2.8784562906,0.0000000000
183,0.3706823500,-0.8595624790,0.8240575014,3.5887651479,0.0000000000,0.7149820391,2.0142994661,0.0000000000,-0.9342255604,-0.8038081764,0.0000000000
184,0.7244100336,-1.6511328510,1.9343198650,4.7142810932,0.0000000000,-2.5478219035,-1.2100763727,0.0000000000,-1.6910930131,0.0724191846,0.0000000000
185,0.2914827136,-0.0346078382,-0.1022728847,1.7171046659,0.0000000000,-1.2759775837,-2.0908634759,0.0000000000,-1.6664958482,-1.6637441650,0.0000000000
186,0.7023190943,-1.6345580082,1.8225927762,4.2407391000,0.0000000000,-1.6231009421,-0.9757661857,0.0000000000,-3.4640210902,-3.1331681467,0.0000000000
187,0.5319212945,-1.6640522303,0.7791147435,3.1736163463,0.0000000000,-2.1194261740,-2.5339202672,0.0000000000,-2.2761133260,-2.1548808902,0.0000000000
188,0.7322554823,-2.1013443976,0.3109591859,2.1181083699,0.0000000000,-1.1345646730,-2.3128075945,0.0000000000,-2.1134572639,0.8193491103,0.0000000000
189,0.6061665300,-1.1710134879,0.0744789238,2.6022327954,0.0000000000,-1.7571118839,-1.3949849200,0.0000000000,-3.4984908519,-1.7304912849,0.0000000000
190,0.3428630115,-1.2588216621,1.1444005907,2.3341390850,0.0000000000,-0.7524942313,-0.4704594564,0.0000000000,-3.5655900620,-1.8986442872,0.0000000000
191,0.2766284409,-0.7560934103,-0.0175678172,1.5116300879,0.0000000000,0.3711607602,1.7570052196,0.0000000000,-3.0983760903,-2.4701977190,0.0000000000
192,0.3888339996,-1.6930543538,0.7198313732,3.1535101705,0.0000000000,-0.8526886123,-1.2512279772,0.0000000000,-1.0559589808,1.1861516785,0.0000000000
193,0.7012709243,-1.8320632375,2.7606654122,5.6480959581,0.0000000000,-0.0956698294,0.0446790695,0.0000000000,-2.5794107127,-2.1804153881,0.0000000000
194,0.4750961129,-1.9154600427,1.8653131206,4.0815638479,0.0000000000,-0.0926968508,-1.1663054475,0.0000000000,-2.2958902635,-1.4599769888,0.0000000000
195,0.6256375563,-1.1617317635,2.0530873132,4.9413790288,0.0000000000,-1.3524993783,-2.5417578656,0.0000000000,-3.4763724578,-1.9465353385,0.0000000000
196,0.6211935115,-1.8941340274,0.2718895629,2.9714013584,0.0000000000,-0.3280313795,-0.3301010644,0.0000000000,-2.4586995266,-0.3082709043,0.0000000000
197,0.6605343483,-1.5656864243,1.6872981292,3.0483102433,0.0000000000,1.5534675510,2.0896358660,0.0000000000,-1.8283092367,1.2523743407,0.0000000000
198,0.5860519708,-0.4893147210,-2.6079324629,-1.3810910637,0.0000000000,-1.6889244873,-0.5951436159,0.0000000000,-2.4542147150,0.5924079389,0.0000000000
199,0.6757625323,-1.5545831921,-0.0255292022,2.2352359692,0.0000000000,-2.0836007888,-1.9756174587,0.0000000000,-4.0617370525,-2.9366249071,0.0000000000
200,0.6840977496,-1.4173895602,3.4569613734,5.7108928859,0.0000000000,-0.9920546412,-1.1513670511,0.0000000000,-1.0326716034,0.7807785838,0.0000000000
201,0.5355839994,-1.1149258678,-0.3703063884,0.7007902364,0.0000000000,-0.1300501597,2.5735756312,0.0000000000,-2.9674534788,-0.3962399614,0.0000000000
202,0.6273107572,-2.5416271207,0.3323363686,2.0300278273,0.0000000000,-1.0417540847,-1.8534488061,0.0000000000,-1.9649716708,-0.8166688056,0.0000000000
203,0.5513120384,-2.3781524354,2.0905641378,3.2296484479,0.0000000000,-1.0119562491,-1.3137199008,0.0000000000,-1.8072107690,-0.6593708136,0.0000000000
204,0.5020400458,-1.0068991937,2.2280403790,3.3156617223,0.0000000000,-0.9516021217,-1.5324074024,0.0000000000,-2.5244199949,0.7656841587,0.0000000000
205,0.4620475342,-0.5444001129,1.5603294733,4.5608575516,0.0000000000,-1.1603689041,-2.0304923643,0.0000000000,-2.2161248406,-0.5804175303,0.0000000000
206,0.4792956498,-1.1817965184,1.7858059985,1.6760630670,0.0000000000,-0.0992523715,1.8597984730,0.0000000000,-3.0182391223,-1.3128575188,0.0000000000
207,0.6737040342,-1.5772455980,1.7064364794,5.0332121862,0.0000000000,-0.2426195531,0.2992997752,0.0000000000,-3.3154453847,-1.6218470479,0.0000000000
208,0.5289568293,-1.3798540470,2.1679376527,5.0374484035,0.0000000000,-0.6031279545,0.5161951960,0.0000000000,0.3390424174,1.0571305935,0.0000000000
209,0.4435735897,-1.1491004809,2.0618707701,3.5421118967,0.0000000000,2.1083468753,1.8375489393,0.0000000000,-1.7859662984,0.0357393384,0.0000000000
210,0.5227207730,-1.6529347635,2.0228542262,3.8478419918,0.0000000000,-0.1802247542,-1.1385888331,0.0000000000,-3.5962728162,-1.6707604954,0.0000000000
211,0.4398926243,-1.6115562238,1.2416153323,2.1727755006,0.0000000000,-0.9497731034,1.0744087430,0.0000000000,-0.8708165318,0.8673683279,0.0000000000
212,0.5369359817,-1.3595362363,1.0859697361,2.6516015214,0.0000000000,-0.9918273220,1.3462993674,0.0000000000,-3.6571593031,-1.8538808672,0.0000000000
213,0.4891436333,-0.5992278930,1.1948688687,3.1326233030,0.0000000000,-0.5216244017,1.3934384598,0.0000000000,-3.3103121668,-2.8254246520,0.0000000000
214,0.4665916030,-1.1363042601,0.8634442495,1.4526312675,0.0000000000,0.0205852276,-0.7239451739,0.0000000000,-3.1694615412,0.4568925842,0.0000000000
215,0.5324487172,-1.4587265560,2.7272460309,4.1530380454,0.0000000000,0.8325545592,0.1257254913,0.0000000000,-1.4366273279,1.8243750363,0.0000000000
216,0.6565051773,-1.5302756396,1.7476675353,4.9279149031,0.0000000000,-0.1467188489,-0.3677468127,0.0000000000,-2.6053865847,-1.6774149133,0.0000000000
217,0.8465583748,-1.6225595074,0.5880917152,1.1297758752,0.0000000000,-0.8738106471,0.0932462562,0.0000000000,-4.5276849037,-4.2878471163,0.0000000000
218,0.5966776126,-1.9048817601,0.1811327696,2.2470944449,0.0000000000,-1.3465736892,1.1301213160,0.0000000000,-1.9857138710,-1.7627862165,0.0000000000
219,0.4360395291,-1.5362007324,1.2628646640,2.3512610716,0.0000000000,1.4190775656,1.4691925641,0.0000000000,-2.2701292319,0.5622774489,0.0000000000
220,0.4595409703,-2.3412763314,1.1840604285,1.6035080723,0.0000000000,-1.3743214295,-0.1268237764,0.0000000000,-1.0289511950,-0.2454750272,0.0000000000
221,0.3684916639,-0.8771642956,2.8038511276,3.9813418840,0.0000000000,-1.0118769954,-2.5233289986,0.0000000000,-0.4823453474,1.0908772384,0.0000000000
222,0.4509961753,-1.4181440124,2.7086708187,4.2226344383,0.0000000000,-0.1498819688,-1.1360280483,0.0000000000,-1.8762653578,-0.5269658236,0.0000000000
223,0.5441633111,-1.1467803169,3.0542253586,3.3982838398,0.0000000000,-0.8297500259,-0.1432028862,0.0000000000,-3.7683119447,-2.7087332254,0.0000000000
224,0.6058603992,-2.0732661365,0.4545219435,0.9563034663,0.0000000000,-1.3595057542,-3.2327337409,0.0000000000,-2.9846752541,-0.7997506047,0.0000000000
225,0.5052769325,-1.8004951294,3.0050315361,3.3634618379,0.0000000000,-0.7261942123,-1.5971875655,0.0000000000,-2.4923049348,-2.0922305944,0.0000000000
226,0.4569159910,-1.2187190208,1.3468012978,1.5833254169,0.0000000000,-2.6172339426,-1.3702672486,0.0000000000,-2.5257306225,0.0404143431,0.0000000000
227,0.3770539412,-1.9014342672,1.2520207440,3.0507571219,0.0000000000,-1.7227550044,-0.7419572753,0.0000000000,-1.7690926811,-2.0315995896,0.0000000000
228,0.6861529229,-2.0227711574,2.0526592199,3.7245127999,0.0000000000,-1.3694837546,-0.6506925054,0.0000000000,-2.8282734278,-1.5883523893,0.0000000000
229,0.4908366314,-1.5863537486,1.4769362875,0.4880237592,0.0000000000,-0.6746595381,1.1212846034,0.0000000000,-1.5702325673,0.9403536448,0.0000000000
230,0.5893534347,-1.2976721007,3.3698734732,4.1059467137,0.0000000000,-2.5101159330,-3.0417838468,0.0000000000,-1.4689562608,-0.2959511986,0.0000000000
231,0.3971789321,-1.5257779417,1.3525367175,3.1015931876,0.0000000000,-1.4757486447,-0.1820844571,0.0000000000,-2.7212801269,-2.5612570359,0.0000000000
232,0.5078057050,-1.7589918890,1.4703128261,3.2916130312,0.0000000000,0.0546032880,0.9574389190,0.0000000000,-3.6834794583,-3.3438191080,0.0000000000
233,0.4883285015,-0.3294284980,-0.1389929164,2.1015423288,0.0000000000,-2.4383274296,-3.3124564646,0.0000000000,-3.2506115998,-2.7269728461,0.0000000000
234,0.3484155429,-1.7550513136,-0.1276685125,-0.3624813808,0.0000000000,-0.1085338280,1.4427799379,0.0000000000,-1.6164091191,-1.0588148590,0.0000000000
235,0.4270173188,-0.6352292081,0.2902206517,3.2758704000,0.0000000000,-0.1760450073,-1.4889971365,0.0000000000,0.2362994122,2.0756746423,0.0000000000
236,0.5582464631,-0.7575390489,1.9012809071,3.8194471575,0.0000000000,1.2058139967,1.1443086779,0.0000000000,-3.8881704870,-4.2713784601,0.0000000000
237,0.5076147931,-2.0712558954,2.0307676079,2.9169948373,0.0000000000,-0.1739998862,1.0465096504,0.0000000000,-1.8073732641,0.8140653434,0.0000000000
238,0.6315817693,-1.3410489695,-0.9195099890,1.3571007163,0.0000000000,-1.5900863807,-1.1620639442,0.0000000000,-2.1413927428,1.6003331412,0.0000000000
239,0.4954965701,-1.0561224021,2.9897367720,2.7963142991,0.0000000000,-0.1289887722,-1.7512565544,0.0000000000,-1.8454414081,0.3563330385,0.0000000000
240,0.6118821424,-2.2843378839,1.6937418777,3.1286466215,0.0000000000,-1.4909872867,-0.2210340472,0.0000000000,-2.6375514326,-1.1029165833,0.0000000000
241,0.5162720058,-1.9758874460,0.4515235444,1.2695309715,0.0000000000,1.1253099171,3.0570178640,0.0000000000,-2.4990883890,-1.5198724868,0.0000000000
242,0.4019945642,-0.4676836795,2.5112876698,4.6813975425,0.0000000000,0.2361376877,-0.6561140024,0.0000000000,-1.9710103895,-1.4116890032,0.0000000000
243,0.5971193188,-1.5778895962,2.1087124387,4.2982874127,0.0000000000,0.7702333254,-1.1757237819,0.0000000000,-2.8899883317,-1.3934412345,0.0000000000
244,0.4850592840,-1.3669554389,1.2748298296,3.4309233141,0.0000000000,-1.0862073181,-0.7357497755,0.0000000000,-1.5066614401,1.7559965784,0.0000000000
245,0.4248087172,-1.7438106286,0.8258989298,2.3920559103,0.0000000000,-2.1270148639,-1.3556350257,0.0000000000,-2.1433912484,-1.3774896514,0.0000000000
246,0.6589861671,-2.5559549028,1.3228039735,3.1787235251,0.0000000000,-0.5068883389,0.6968562600,0.0000000000,-1.6968017415,-1.3855919583,0.0000000000
247,0.2504452481,-0.1499384916,0.7006883004,1.2293704404,0.0000000000,-1.4272001634,0.2813207160,0.0000000000,-0.9397031524,-0.9578058624,0.0000000000
248,0.3096598105,-1.4850682073,-0.3447452825,0.4068988626,0.0000000000,-0.2609264939,-1.2552964555,0.0000000000,-0.9292547375,1.0535621433,0.0000000000
249,0.5544844825,-2.0194275227,2.4714191433,2.3079738436,0.0000000000,0.5307115704,0.9696532015,0.0000000000,-1.3985065313,-2.2250856078,0.0000000000
250,0.4602101501,-1.9194600356,0.8362094384,2.2305468206,0.0000000000,-2.3936261866,-1.2157942751,0.0000000000,-1.7586730018,0.1647933456,0.0000000000
251,0.4195059316,-1.5734985586,0.9133627217,1.9536629894,0.0000000000,-0.4157940173,0.6479922261,0.0000000000,-3.6104458452,-3.2211270232,0.0000000000
252,0.3139870712,-1.5977719757,-0.4185111099,0.0194830332,0.0000000000,-0.5579844221,-2.0604078719,0.0000000000,-1.3656305620,-0.1738110140,0.0000000000
253,0.5712207518,-2.1985916099,0.4665640860,1.9250936148,0.0000000000,-0.6251192664,-1.4254560019,0.0000000000,-1.9808030745,0.9537260411,0.0000000000
254,0.4764068217,-1.9762776814,1.5390138393,2.4140062870,0.0000000000,1.1069906168,3.0792015516,0.0000000000,-1.0822269400,1.1499513471,0.0000000000
255,0.4207208542,-2.0284890754,1.2536145984,2.4091564003,0.0000000000,-0.2102710660,-1.3834286728,0.0000000000,-1.5710661171,0.7116702438,0.0000000000
256,0.5857847466,-1.3634176603,1.8005308133,4.3704572492,0.0000000000,-0.1176948682,-1.5958106519,0.0000000000,-3.4093889795,-1.9449252398,0.0000000000
257,0.4824560929,-0.7960241705,3.1163133927,5.0858930700,0.0000000000,-1.1008330271,-1.3673812869,0.0000000000,-2.3913977272,-0.9229942940,0.0000000000
258,0.5032186098,-0.8669156358,1.7565302941,3.2926175272,0.0000000000,-2.6467332780,-3.4366760331,0.0000000000,-0.2822036269,1.8056183790,0.0000000000
259,0.5178241784,-1.9725166992,0.2501096739,1.8218471365,0.0000000000,-0.3272185743,-0.6934880992,0.0000000000,-3.9537223627,-2.7880777078,0.0000000000
260,0.6988954459,-1.5426644793,-0.0715262517,1.0442075357,0.0000000000,1.0607094649,4.2280268585,0.0000000000,-2.1817630222,-0.8610081165,0.0000000000
261,0.5870716742,-0.7274117965,-0.5957539059,1.7384276691,0.0000000000,-0.3025858280,2.7497442444,0.0000000000,-2.7962273625,-2.4983684415,0.0000000000
262,0.6621959993,-1.6855703869,-1.6472120433,-0.6519470645,0.0000000000,-2.9893125602,-4.0268976688,0.0000000000,-0.5968907325,-0.0674427218,0.0000000000
263,0.4052764428,-1.7326761097,2.4310175482,1.1899575418,0.0000000000,-0.3173218843,-0.7526478323,0.0000000000,0.4458982009,-0.1442919989,0.0000000000
264,0.7532049659,-1.0711292943,0.7904776306,2.7122095260,0.0000000000,-0.8714399785,-0.4675567392,0.0000000000,-4.8840828934,-4.6976178453,0.0000000000
265,0.5181744636,-2.0383066573,1.4097879560,0.7937907363,0.0000000000,-0.7034313441,1.9512264834,0.0000000000,-1.4275025154,-0.2410410176,0.0000000000
266,0.6215533585,-1.9152576362,1.8228534894,5.0784272878,0.0000000000,0.2250917778,-0.4262787446,0.0000000000,-2.1062558264,-0.1150607397,0.0000000000
267,0.3028167837,-0.8076775591,0.6741752426,1.3605394996,0.0000000000,0.8338443248,0.5965501627,0.0000000000,-2.2476705098,-2.9760452965,0.0000000000
268,0.3894809961,-1.4566407503,-0.0534004587,0.2311765033,0.0000000000,-1.0360591783,-1.8492810292,0.0000000000,-2.5429228832,0.6452708539,0.0000000000
269,0.5766459770,-1.6827434568,0.7547463367,1.8979960913,0.0000000000,-0.2438888852,0.6149140910,0.0000000000,0.6629176855,3.6061426879,0.0000000000
270,0.5182891674,-1.2527587095,1.2284980127,3.4003929793,0.0000000000,0.0108892834,-0.9333749060,0.0000000000,-1.5135545693,1.0124498938,0.0000000000
271,0.2656544520,-0.9168450729,1.5659393035,3.1894222493,0.0000000000,0.5467055876,0.8492460706,0.0000000000,-1.6561179086,-0.1905634458,0.0000000000
272,0.5139393877,-1.0411344599,0.3000764812,3.7818000759,0.0000000000,-1.0506811346,-0.3078178543,0.0000000000,-3.1864529742,-1.5016589217,0.0000000000
273,0.6997964928,-1.5716217578,0.6834027329,2.7593612022,0.0000000000,-0.5301751665,-0.9610217748,0.0000000000,-4.7625941668,-3.2565933958,0.0000000000
274,0.5566506981,-0.9918548347,1.6340636464,4.7821668700,0.0000000000,-1.0166902511,-0.3460845938,0.0000000000,-1.3923092318,1.6338329182,0.0000000000
275,0.4612741216,-0.6412090838,-1.1684457899,1.1353553946,0.0000000000,-0.5307286775,-1.4378481676,0.0000000000,-3.7908736910,-2.3716463084,0.0000000000
276,0.4199474112,-1.4988784108,0.0914025848,1.2699567744,0.0000000000,-1.1020584169,-1.8566479514,0.0000000000,-3.1836708934,-1.0861676391,0.0000000000
277,0.5145383139,-1.0286952208,2.4087021211,3.6445655986,0.0000000000,-0.9166239752,-1.0578278504,0.0000000000,-0.0941642588,2.8761454305,0.0000000000
278,0.6282041796,-1.9673106057,-0.6149285324,-0.9134898541,0.0000000000,-1.6866291075,-1.7581153512,0.0000000000,-3.5995649558,-3.3477599399,0.0000000000
279,0.5696153364,-2.1071223199,1.9257844451,3.3484946955,0.0000000000,1.6173589626,2.2963449032,0.0000000000,-2.0192508627,-0.8309769526,0.0000000000
280,0.6471117808,-1.5884933061,1.4198125615,2.8832966251,0.0000000000,-2.6223249448,-2.1548685654,0.0000000000,-3.7028132917,-2.2907988650,0.0000000000
281,0.5744318657,-2.3849600229,2.5068992389,2.9401657556,0.0000000000,-0.3434951013,0.8571974614,0.0000000000,-1.1386059351,0.0883078524,0.0000000000
282,0.5195489383,-1.0449974145,0.6857021047,3.5223178051,0.0000000000,-2.0223558682,-3.9122699833,0.0000000000,-2.9321648417,-1.0533470576,0.0000000000
283,0.6385049452,-1.6943714871,0.9758330319,4.1913793394,0.0000000000,-1.5960776302,-1.9347278824,0.0000000000,-3.2517548800,-1.4570696925,0.0000000000
284,0.6311973527,-1.6580418746,2.2286655214,4.8791484568,0.0000000000,-1.6509501197,-1.9046848971,0.0000000000,-2.3841995267,-1.8259930734,0.0000000000
285,0.5956947558,-1.2597772081,0.1110536742,0.7802754779,0.0000000000,-2.9376693600,-4.8359760005,0.0000000000,-2.4298228006,-2.1419008050,0.0000000000
286,0.5963507664,-1.4560337233,1.5186134438,3.3152402775,0.0000000000,0.2046145554,1.4508944913,0.0000000000,-1.2484033902,2.5530078174,0.0000000000
287,0.6066143931,-0.3062908088,2.6228604158,3.3682990675,0.0000000000,1.3162526920,2.7941634816,0.0000000000,-3.3367578041,-3.0394145587,0.0000000000
288,0.4914414312,-1.0788368628,0.4803642971,3.6092689191,0.0000000000,-0.4928291385,-1.1223325796,0.0000000000,-3.4615332413,-1.8884999840,0.0000000000
289,0.4590887041,-2.1780604889,0.7312449717,0.2914869041,0.0000000000,-0.2880033964,-0.5295548628,0.0000000000,-0.2741513605,1.6648652066,0.0000000000
290,0.7380876010,-1.9626453902,0.8973966507,3.6557714171,0.0000000000,-2.2223850998,-1.3962765046,0.0000000000,-1.2718687964,0.4883597553,0.0000000000
291,0.5882297778,-2.1486836928,1.7727515951,3.4933246055,0.0000000000,-0.2394777888,-0.4062450329,0.0000000000,-3.6283411763,-3.0891729090,0.0000000000
292,0.6946057078,-1.5995134264,0.3366347156,2.1911634208,0.0000000000,-1.7246496134,-2.2702796055,0.0000000000,-3.9873571462,-3.1397200516,0.0000000000
293,0.3786919778,-0.9082994055,1.8738042119,3.1086531661,0.0000000000,-1.9891026607,-1.9796223727,0.0000000000,-3.0327756038,-2.6732428886,0.0000000000
294,0.5075917954,-1.3909195685,-0.4118001121,-0.1171071865,0.0000000000,-3.5448204521,-3.8955839535,0.0000000000,-1.1260674987,1.4253045279,0.0000000000
295,0.3379081264,-0.6924168037,0.9252970996,2.5680712253,0.0000000000,-2.0591092115,-0.2584165443,0.0000000000,-1.0654878193,1.0805516998,0.0000000000
296,0.4456699485,-1.7577104351,0.5470650176,0.8316412830,0.0000000000,-0.9986936188,1.5199228594,0.0000000000,-0.0690421723,2.0438856415,0.0000000000
297,0.6287270769,-1.6608561982,1.8625903837,4.0995423942,0.0000000000,-0.3658661329,-1.8970181395,0.0000000000,-3.1480323579,-3.2233006062,0.0000000000
298,0.6057798730,-2.4864808276,-0.0394221968,1.0372247793,0.0000000000,-1.0360217704,-1.0123253290,0.0000000000,-2.0071913788,0.1571939476,0.0000000000
299,0.7252690053,-1.7806015216,1.2338385602,1.6110582111,0.0000000000,-2.0039917419,-2.0958077006,0.0000000000,-0.2577617350,3.5990022257,0.0000000000
300,0.4323804891,-1.9749282046,0.0388189906,1.0412440381,0.0000000000,-0.5956573980,0.1547277563,0.0000000000,-2.8815019470,-0.9929323689,0.0000000000
301,0.3807563285,-1.4085362879,1.3152212311,1.4944785364,0.0000000000,0.5060156836,-0.6997486993,0.0000000000,-2.5561670855,0.2047112449,0.0000000000
302,0.5356657372,-2.0449415052,2.8749603358,4.0540655448,0.0000000000,-0.7899822888,-0.4979771110,0.0000000000,-2.1368362596,-0.6316434367,0.0000000000
303,0.3464399250,-1.0479599426,0.8378969184,1.7685358165,0.0000000000,1.3239774027,-0.8563537239,0.0000000000,-2.9604487045,-1.5605771146,0.0000000000
304,0.6577169758,-1.9560917984,0.2775228905,-1.0118370941,0.0000000000,-2.2695979157,-0.1810274409,0.0000000000,-1.5189980067,-1.0382128707,0.0000000000
305,0.6091849884,-2.3354513756,0.6363724087,1.9065973780,0.0000000000,0.1699656143,1.9671811204,0.0000000000,-1.6437423249,1.0429660128,0.0000000000
306,0.5810659284,-1.6876245177,1.8048424535,4.3926226970,0.0000000000,-1.1997269328,-2.6143311693,0.0000000000,-2.5618563590,-1.1588256531,0.0000000000
307,0.7740284994,-1.9204570808,0.6338091309,2.5581187646,0.0000000000,-2.1348505216,-3.5773217810,0.0000000000,-1.8389355846,0.9725259247,0.0000000000
308,0.5869086611,-2.6351356363,0.1673809680,0.7504064648,0.0000000000,0.4976736754,1.8234073240,0.0000000000,-2.5218760717,-1.5938911870,0.0000000000
309,0.6511776941,-1.3842837249,1.4350204140,4.5563484975,0.0000000000,-1.5664792306,-3.0714459304,0.0000000000,-1.6647887466,1.1741398597,0.0000000000
310,0.4424006753,-1.3215511165,1.0435893208,3.9848528345,0.0000000000,-1.9976504819,-0.7627715522,0.0000000000,-2.3969005652,-1.8197103184,0.0000000000
311,0.6522122792,-1.3516575146,-0.6286868869,-0.0984298295,0.0000000000,-1.5837166188,-2.7136997861,0.0000000000,-4.2189158532,-2.6317975971,0.0000000000
312,0.6666042128,-0.9285414101,-0.9730076626,-0.9304711769,0.0000000000,-0.7564762777,2.1953964211,0.0000000000,-3.1764873259,-2.8401127877,0.0000000000
313,0.4093247147,-2.0573423290,1.2259490853,1.4839029493,0.0000000000,0.7400765777,0.8051731195,0.0000000000,-2.7834821115,-1.2148312000,0.0000000000
314,0.5196646522,-0.9912374312,1.4301891735,4.6560041154,0.0000000000,0.2629486176,1.1546354073,0.0000000000,-1.1170992058,1.8686597310,0.0000000000
315,0.4594306023,-1.4423437662,0.7851716228,4.0055220467,0.0000000000,-1.1408398975,-1.4638192358,0.0000000000,0.4863199501,2.1802995303,0.0000000000
316,0.7164132519,-2.1506536356,2.0356749301,3.0158753818,0.0000000000,-0.3681599152,0.4358192835,0.0000000000,-1.6571512839,1.7618004926,0.0000000000
317,0.6258490415,-1.1312997141,1.3947177494,4.6663675319,0.0000000000,-0.9312658467,-2.0019453847,0.0000000000,-3.8052922707,-1.8228157508,0.0000000000
318,0.3976572542,-0.7731240079,1.6920100937,3.1851034364,0.0000000000,-0.5026540929,-0.4890138325,0.0000000000,-0.0540165245,2.7796690159,0.0000000000
319,0.7601975075,-2.1899321843,1.4316487014,4.1150223140,0.0000000000,0.0759487447,-0.6130219926,0.0000000000,-2.7710869269,-0.5244498730,0.0000000000
320,0.5594529442,-2.1079392450,2.6006807612,4.3649197358,0.0000000000,-0.0530622942,1.2651313835,0.0000000000,-0.9467561089,0.1821898889,0.0000000000
321,0.5336059915,-2.0533630249,1.2462644854,1.5155771161,0.0000000000,-2.1904003728,-1.0122647976,0.0000000000,-2.4389875207,-0.3504322032,0.0000000000
322,0.3366984592,-0.9793670344,0.4036879247,1.1200568546,0.0000000000,-0.2613837749,0.2661151012,0.0000000000,0.4189886121,3.0068371143,0.0000000000
323,0.6886788217,-1.8574552123,2.2368824309,4.8299065652,0.0000000000,0.4877588288,0.9090403014,0.0000000000,-0.9180688956,1.0507421216,0.0000000000
324,0.6076132014,-0.5860319901,-0.2399818643,0.8856444193,0.0000000000,-3.8100689419,-4.7628789345,0.0000000000,-3.0286866432,-1.1622180907,0.0000000000
325,0.5268634297,-1.4691347496,2.6294557783,4.6320670807,0.0000000000,0.3392422456,-0.3289376898,0.0000000000,-3.2317230648,-2.2490162221,0.0000000000
326,0.6648728759,-1.7930741863,1.4806881660,2.7694296374,0.0000000000,0.6449733067,1.8328779036,0.0000000000,-0.1721922542,3.4896200549,0.0000000000
327,0.6445419380,-0.9500645092,1.9990846099,5.1169562546,0.0000000000,0.4454048816,1.0651718747,0.0000000000,-2.7028623513,-3.0809757916,0.0000000000
328,0.4142175476,-1.1008874012,1.5247885881,2.3316524364,0.0000000000,-2.8580855593,-2.4082998198,0.0000000000,-2.7968230749,-0.9992226864,0.0000000000
329,0.7736709111,-1.4175034851,1.4848032839,3.5598932596,0.0000000000,-2.1874380423,-3.4795904215,0.0000000000,-2.7817980010,-0.1730176450,0.0000000000
330,0.4133116552,-2.3439758228,0.6271598327,1.6520134827,0.0000000000,-0.4414808979,-1.2893056323,0.0000000000,-1.0215584382,0.8716815270,0.0000000000
331,0.5095909862,-1.1696527399,0.2534223755,1.9065105669,0.0000000000,-2.5825484211,-3.1838792752,0.0000000000,-3.7140624453,-2.8775433955,0.0000000000
332,0.5274127846,-1.0464046436,1.5226347775,4.2350602347,0.0000000000,-1.9375767351,-2.9699005993,0.0000000000,-3.0349666923,-0.6194070651,0.0000000000
333,0.5457529361,-2.5054129852,0.9143137607,1.7051060521,0.0000000000,-1.2194788950,-0.9535512551,0.0000000000,-1.7247100701,-0.2945053894,0.0000000000
